scenario,scenario_type,scenario_geography,sector,technology,technology_type,price_unit,pathway_unit,country_iso2_list,scenario_provider,scenario_year,scenario_price,scenario_pathway,scenario_capacity_factor
VN_PDP8_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2025,68,36200,0.7
VN_PDP8_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2026,68.4,36160,0.675
VN_PDP8_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2027,68.8,34573.5,0.65
VN_PDP8_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2028,69.2,33562,0.625
VN_PDP8_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2029,69.6,32224,0.6
VN_PDP8_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2030,70,30668,0.575
VN_PDP8_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2031,70.4,29112,0.5499999999999999
VN_PDP8_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2032,70.80000000000001,27556,0.5249999999999999
VN_PDP8_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2025,60,11400,0.55
VN_PDP8_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2026,60.6,12762.4,0.56
VN_PDP8_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2027,61.2,16279.2,0.57
VN_PDP8_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2028,61.8,19778.4,0.58
VN_PDP8_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2029,62.4,22604.5,0.59
VN_PDP8_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2030,63,26352,0.6
VN_PDP8_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2031,63.6,30099.5,0.61
VN_PDP8_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2032,64.2,33847,0.62
VN_PDP8_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2025,56,12852,0.45
VN_PDP8_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2026,56.1,12837.5,0.45
VN_PDP8_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2027,56.2,12834,0.45
VN_PDP8_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2028,56.3,12853.5,0.45
VN_PDP8_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2029,56.4,12871,0.45
VN_PDP8_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2030,56.5,12947,0.45
VN_PDP8_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2031,56.6,13023,0.45
VN_PDP8_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2032,56.7,13099,0.45
VN_PDP8_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2025,52,4321.8,0.3
VN_PDP8_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2026,52.2,5145.6,0.306
VN_PDP8_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2027,52.4,5928,0.312
VN_PDP8_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2028,52.6,6733.4,0.318
VN_PDP8_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2029,52.8,7537.2,0.324
VN_PDP8_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2030,53,8308,0.33
VN_PDP8_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2031,53.2,9078.8,0.336
VN_PDP8_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2032,53.400000000000006,9849.599999999999,0.342
VN_STEPS_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2025,68,36200,0.7
VN_STEPS_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2026,67.9,36521.6,0.66
VN_STEPS_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2027,67.8,35626.5,0.62
VN_STEPS_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2028,67.7,35292,0.58
VN_STEPS_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2029,67.6,34598.4,0.54
VN_STEPS_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2030,67.5,33620,0.5
VN_STEPS_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2031,67.4,32641.6,0.45999999999999996
VN_STEPS_BASELINE,baseline,Vietnam,Power,CoalCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2032,67.30000000000001,31663.199999999997,0.41999999999999993
VN_STEPS_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2025,60,11400,0.55
VN_STEPS_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2026,60.1,12341,0.545
VN_STEPS_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2027,60.2,14994,0.54
VN_STEPS_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2028,60.3,17286,0.535
VN_STEPS_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2029,60.4,18766,0.53
VN_STEPS_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2030,60.5,20587.5,0.525
VN_STEPS_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2031,60.6,22409,0.52
VN_STEPS_BASELINE,baseline,Vietnam,Power,GasCap,carbontech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2032,60.7,24230.5,0.515
VN_STEPS_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2025,56,12852,0.45
VN_STEPS_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2026,56.1,12837.5,0.45
VN_STEPS_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2027,56.2,12937.5,0.45
VN_STEPS_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2028,56.3,13062.5,0.45
VN_STEPS_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2029,56.4,13082,0.45
VN_STEPS_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2030,56.5,13268,0.45
VN_STEPS_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2031,56.6,13454,0.45
VN_STEPS_BASELINE,baseline,Vietnam,Power,HydroCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2032,56.7,13640,0.45
VN_STEPS_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2025,52,4321.8,0.3
VN_STEPS_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2026,52.4,5105.4,0.307
VN_STEPS_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2027,52.8,5836.8,0.314
VN_STEPS_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2028,53.2,6630.6,0.321
VN_STEPS_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2029,53.6,7423,0.328
VN_STEPS_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2030,54,8122,0.335
VN_STEPS_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2031,54.4,8821,0.342
VN_STEPS_BASELINE,baseline,Vietnam,Power,RenewablesCap,greentech,USD/MWh-equivalent,MW,NA,synthetic_vietnam_demo,2032,54.8,9520,0.34900000000000003
