company_id,company_name,asset_id,asset_name,country_iso2,sector,technology,capacity_factor,emission_factor,production_unit,technology_type,production_year,capacity,baseline_note
VN_ABCD_001,EVN (Electricity of Vietnam),VN_ABCD_001_HydroCap_2025,EVN (Electricity of Vietnam) :: HydroCap :: 2025,VN,Power,HydroCap,0.45,0.02,MW,greentech,2025,17333.333333333332,NA
VN_ABCD_001,EVN (Electricity of Vietnam),VN_ABCD_001_HydroCap_2026,EVN (Electricity of Vietnam) :: HydroCap :: 2026,VN,Power,HydroCap,0.45,0.02,MW,greentech,2026,17444.444444444445,NA
VN_ABCD_001,EVN (Electricity of Vietnam),VN_ABCD_001_HydroCap_2027,EVN (Electricity of Vietnam) :: HydroCap :: 2027,VN,Power,HydroCap,0.45,0.02,MW,greentech,2027,17555.555555555555,NA
VN_ABCD_001,EVN (Electricity of Vietnam),VN_ABCD_001_HydroCap_2028,EVN (Electricity of Vietnam) :: HydroCap :: 2028,VN,Power,HydroCap,0.45,0.02,MW,greentech,2028,17666.666666666668,NA
VN_ABCD_001,EVN (Electricity of Vietnam),VN_ABCD_001_HydroCap_2029,EVN (Electricity of Vietnam) :: HydroCap :: 2029,VN,Power,HydroCap,0.45,0.02,MW,greentech,2029,17777.777777777777,NA
VN_ABCD_001,EVN (Electricity of Vietnam),VN_ABCD_001_HydroCap_2030,EVN (Electricity of Vietnam) :: HydroCap :: 2030,VN,Power,HydroCap,0.45,0.02,MW,greentech,2030,18000,NA
VN_ABCD_002,Vinacomin Power JSC,VN_ABCD_002_CoalCap_2025,Vinacomin Power JSC :: CoalCap :: 2025,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2025,3714.2857142857147,NA
VN_ABCD_002,Vinacomin Power JSC,VN_ABCD_002_CoalCap_2026,Vinacomin Power JSC :: CoalCap :: 2026,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2026,3685.714285714286,NA
VN_ABCD_002,Vinacomin Power JSC,VN_ABCD_002_CoalCap_2027,Vinacomin Power JSC :: CoalCap :: 2027,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2027,3642.857142857143,NA
VN_ABCD_002,Vinacomin Power JSC,VN_ABCD_002_CoalCap_2028,Vinacomin Power JSC :: CoalCap :: 2028,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2028,3571.4285714285716,NA
VN_ABCD_002,Vinacomin Power JSC,VN_ABCD_002_CoalCap_2029,Vinacomin Power JSC :: CoalCap :: 2029,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2029,3514.2857142857147,NA
VN_ABCD_002,Vinacomin Power JSC,VN_ABCD_002_CoalCap_2030,Vinacomin Power JSC :: CoalCap :: 2030,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2030,3428.571428571429,NA
VN_ABCD_003,International Power Mong Duong,VN_ABCD_003_CoalCap_2025,International Power Mong Duong :: CoalCap :: 2025,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2025,1714.2857142857144,NA
VN_ABCD_003,International Power Mong Duong,VN_ABCD_003_CoalCap_2026,International Power Mong Duong :: CoalCap :: 2026,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2026,1714.2857142857144,NA
VN_ABCD_003,International Power Mong Duong,VN_ABCD_003_CoalCap_2027,International Power Mong Duong :: CoalCap :: 2027,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2027,1714.2857142857144,NA
VN_ABCD_003,International Power Mong Duong,VN_ABCD_003_CoalCap_2028,International Power Mong Duong :: CoalCap :: 2028,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2028,1714.2857142857144,NA
VN_ABCD_003,International Power Mong Duong,VN_ABCD_003_CoalCap_2029,International Power Mong Duong :: CoalCap :: 2029,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2029,1714.2857142857144,NA
VN_ABCD_003,International Power Mong Duong,VN_ABCD_003_CoalCap_2030,International Power Mong Duong :: CoalCap :: 2030,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2030,1714.2857142857144,NA
VN_ABCD_004,PVN Power Corporation,VN_ABCD_004_CoalCap_2025,PVN Power Corporation :: CoalCap :: 2025,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2025,857.1428571428572,NA
VN_ABCD_004,PVN Power Corporation,VN_ABCD_004_CoalCap_2026,PVN Power Corporation :: CoalCap :: 2026,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2026,857.1428571428572,NA
VN_ABCD_004,PVN Power Corporation,VN_ABCD_004_CoalCap_2027,PVN Power Corporation :: CoalCap :: 2027,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2027,857.1428571428572,NA
VN_ABCD_004,PVN Power Corporation,VN_ABCD_004_CoalCap_2028,PVN Power Corporation :: CoalCap :: 2028,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2028,857.1428571428572,NA
VN_ABCD_004,PVN Power Corporation,VN_ABCD_004_CoalCap_2029,PVN Power Corporation :: CoalCap :: 2029,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2029,857.1428571428572,NA
VN_ABCD_004,PVN Power Corporation,VN_ABCD_004_CoalCap_2030,PVN Power Corporation :: CoalCap :: 2030,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2030,857.1428571428572,NA
VN_ABCD_004,PVN Power Corporation,VN_ABCD_004_GasCap_2025,PVN Power Corporation :: GasCap :: 2025,VN,Power,GasCap,0.55,0.45,MW,carbontech,2025,7636.363636363636,NA
VN_ABCD_004,PVN Power Corporation,VN_ABCD_004_GasCap_2026,PVN Power Corporation :: GasCap :: 2026,VN,Power,GasCap,0.55,0.45,MW,carbontech,2026,8181.818181818181,NA
VN_ABCD_004,PVN Power Corporation,VN_ABCD_004_GasCap_2027,PVN Power Corporation :: GasCap :: 2027,VN,Power,GasCap,0.55,0.45,MW,carbontech,2027,9454.545454545454,NA
VN_ABCD_004,PVN Power Corporation,VN_ABCD_004_GasCap_2028,PVN Power Corporation :: GasCap :: 2028,VN,Power,GasCap,0.55,0.45,MW,carbontech,2028,10545.454545454544,NA
VN_ABCD_004,PVN Power Corporation,VN_ABCD_004_GasCap_2029,PVN Power Corporation :: GasCap :: 2029,VN,Power,GasCap,0.55,0.45,MW,carbontech,2029,11272.727272727272,NA
VN_ABCD_004,PVN Power Corporation,VN_ABCD_004_GasCap_2030,PVN Power Corporation :: GasCap :: 2030,VN,Power,GasCap,0.55,0.45,MW,carbontech,2030,12363.636363636362,NA
VN_ABCD_005,Nghi Son Power LLC,VN_ABCD_005_CoalCap_2025,Nghi Son Power LLC :: CoalCap :: 2025,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2025,1714.2857142857144,NA
VN_ABCD_005,Nghi Son Power LLC,VN_ABCD_005_CoalCap_2026,Nghi Son Power LLC :: CoalCap :: 2026,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2026,1714.2857142857144,NA
VN_ABCD_005,Nghi Son Power LLC,VN_ABCD_005_CoalCap_2027,Nghi Son Power LLC :: CoalCap :: 2027,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2027,1714.2857142857144,NA
VN_ABCD_005,Nghi Son Power LLC,VN_ABCD_005_CoalCap_2028,Nghi Son Power LLC :: CoalCap :: 2028,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2028,1714.2857142857144,NA
VN_ABCD_005,Nghi Son Power LLC,VN_ABCD_005_CoalCap_2029,Nghi Son Power LLC :: CoalCap :: 2029,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2029,1714.2857142857144,NA
VN_ABCD_005,Nghi Son Power LLC,VN_ABCD_005_CoalCap_2030,Nghi Son Power LLC :: CoalCap :: 2030,VN,Power,CoalCap,0.7,0.95,MW,carbontech,2030,1714.2857142857144,NA
VN_ABCD_006,Dung Quat LNG Power Consortium,VN_ABCD_006_GasCap_2025,Dung Quat LNG Power Consortium :: GasCap :: 2025,VN,Power,GasCap,0.55,0.45,MW,carbontech,2025,727.2727272727273,NA
VN_ABCD_006,Dung Quat LNG Power Consortium,VN_ABCD_006_GasCap_2026,Dung Quat LNG Power Consortium :: GasCap :: 2026,VN,Power,GasCap,0.55,0.45,MW,carbontech,2026,727.2727272727273,NA
VN_ABCD_006,Dung Quat LNG Power Consortium,VN_ABCD_006_GasCap_2027,Dung Quat LNG Power Consortium :: GasCap :: 2027,VN,Power,GasCap,0.55,0.45,MW,carbontech,2027,727.2727272727273,NA
VN_ABCD_006,Dung Quat LNG Power Consortium,VN_ABCD_006_GasCap_2028,Dung Quat LNG Power Consortium :: GasCap :: 2028,VN,Power,GasCap,0.55,0.45,MW,carbontech,2028,1236.3636363636363,NA
VN_ABCD_006,Dung Quat LNG Power Consortium,VN_ABCD_006_GasCap_2029,Dung Quat LNG Power Consortium :: GasCap :: 2029,VN,Power,GasCap,0.55,0.45,MW,carbontech,2029,1363.6363636363635,NA
VN_ABCD_006,Dung Quat LNG Power Consortium,VN_ABCD_006_GasCap_2030,Dung Quat LNG Power Consortium :: GasCap :: 2030,VN,Power,GasCap,0.55,0.45,MW,carbontech,2030,1363.6363636363635,NA
VN_ABCD_007,Vietnam Hydropower JSC,VN_ABCD_007_HydroCap_2025,Vietnam Hydropower JSC :: HydroCap :: 2025,VN,Power,HydroCap,0.45,0.02,MW,greentech,2025,5333.333333333333,NA
VN_ABCD_007,Vietnam Hydropower JSC,VN_ABCD_007_HydroCap_2026,Vietnam Hydropower JSC :: HydroCap :: 2026,VN,Power,HydroCap,0.45,0.02,MW,greentech,2026,5377.777777777777,NA
VN_ABCD_007,Vietnam Hydropower JSC,VN_ABCD_007_HydroCap_2027,Vietnam Hydropower JSC :: HydroCap :: 2027,VN,Power,HydroCap,0.45,0.02,MW,greentech,2027,5444.444444444444,NA
VN_ABCD_007,Vietnam Hydropower JSC,VN_ABCD_007_HydroCap_2028,Vietnam Hydropower JSC :: HydroCap :: 2028,VN,Power,HydroCap,0.45,0.02,MW,greentech,2028,5555.555555555556,NA
VN_ABCD_007,Vietnam Hydropower JSC,VN_ABCD_007_HydroCap_2029,Vietnam Hydropower JSC :: HydroCap :: 2029,VN,Power,HydroCap,0.45,0.02,MW,greentech,2029,5666.666666666667,NA
VN_ABCD_007,Vietnam Hydropower JSC,VN_ABCD_007_HydroCap_2030,Vietnam Hydropower JSC :: HydroCap :: 2030,VN,Power,HydroCap,0.45,0.02,MW,greentech,2030,5777.777777777777,NA
VN_ABCD_008,Trung Nam Group,VN_ABCD_008_RenewablesCap_2025,Trung Nam Group :: RenewablesCap :: 2025,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2025,3500,NA
VN_ABCD_008,Trung Nam Group,VN_ABCD_008_RenewablesCap_2026,Trung Nam Group :: RenewablesCap :: 2026,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2026,4500,NA
VN_ABCD_008,Trung Nam Group,VN_ABCD_008_RenewablesCap_2027,Trung Nam Group :: RenewablesCap :: 2027,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2027,5333.333333333334,NA
VN_ABCD_008,Trung Nam Group,VN_ABCD_008_RenewablesCap_2028,Trung Nam Group :: RenewablesCap :: 2028,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2028,6333.333333333334,NA
VN_ABCD_008,Trung Nam Group,VN_ABCD_008_RenewablesCap_2029,Trung Nam Group :: RenewablesCap :: 2029,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2029,7333.333333333334,NA
VN_ABCD_008,Trung Nam Group,VN_ABCD_008_RenewablesCap_2030,Trung Nam Group :: RenewablesCap :: 2030,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2030,8333.333333333334,NA
VN_ABCD_009,BIM Group,VN_ABCD_009_RenewablesCap_2025,BIM Group :: RenewablesCap :: 2025,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2025,1266.6666666666667,NA
VN_ABCD_009,BIM Group,VN_ABCD_009_RenewablesCap_2026,BIM Group :: RenewablesCap :: 2026,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2026,1400,NA
VN_ABCD_009,BIM Group,VN_ABCD_009_RenewablesCap_2027,BIM Group :: RenewablesCap :: 2027,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2027,1533.3333333333335,NA
VN_ABCD_009,BIM Group,VN_ABCD_009_RenewablesCap_2028,BIM Group :: RenewablesCap :: 2028,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2028,1700,NA
VN_ABCD_009,BIM Group,VN_ABCD_009_RenewablesCap_2029,BIM Group :: RenewablesCap :: 2029,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2029,1866.6666666666667,NA
VN_ABCD_009,BIM Group,VN_ABCD_009_RenewablesCap_2030,BIM Group :: RenewablesCap :: 2030,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2030,2000,NA
VN_ABCD_010,Thanh Thanh Cong Group,VN_ABCD_010_RenewablesCap_2025,Thanh Thanh Cong Group :: RenewablesCap :: 2025,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2025,1733.3333333333335,NA
VN_ABCD_010,Thanh Thanh Cong Group,VN_ABCD_010_RenewablesCap_2026,Thanh Thanh Cong Group :: RenewablesCap :: 2026,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2026,1933.3333333333335,NA
VN_ABCD_010,Thanh Thanh Cong Group,VN_ABCD_010_RenewablesCap_2027,Thanh Thanh Cong Group :: RenewablesCap :: 2027,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2027,2133.3333333333335,NA
VN_ABCD_010,Thanh Thanh Cong Group,VN_ABCD_010_RenewablesCap_2028,Thanh Thanh Cong Group :: RenewablesCap :: 2028,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2028,2333.3333333333335,NA
VN_ABCD_010,Thanh Thanh Cong Group,VN_ABCD_010_RenewablesCap_2029,Thanh Thanh Cong Group :: RenewablesCap :: 2029,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2029,2533.3333333333335,NA
VN_ABCD_010,Thanh Thanh Cong Group,VN_ABCD_010_RenewablesCap_2030,Thanh Thanh Cong Group :: RenewablesCap :: 2030,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2030,2666.666666666667,NA
VN_ABCD_011,Xuan Thien Group,VN_ABCD_011_RenewablesCap_2025,Xuan Thien Group :: RenewablesCap :: 2025,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2025,2166.666666666667,NA
VN_ABCD_011,Xuan Thien Group,VN_ABCD_011_RenewablesCap_2026,Xuan Thien Group :: RenewablesCap :: 2026,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2026,2433.3333333333335,NA
VN_ABCD_011,Xuan Thien Group,VN_ABCD_011_RenewablesCap_2027,Xuan Thien Group :: RenewablesCap :: 2027,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2027,2700,NA
VN_ABCD_011,Xuan Thien Group,VN_ABCD_011_RenewablesCap_2028,Xuan Thien Group :: RenewablesCap :: 2028,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2028,2933.3333333333335,NA
VN_ABCD_011,Xuan Thien Group,VN_ABCD_011_RenewablesCap_2029,Xuan Thien Group :: RenewablesCap :: 2029,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2029,3166.666666666667,NA
VN_ABCD_011,Xuan Thien Group,VN_ABCD_011_RenewablesCap_2030,Xuan Thien Group :: RenewablesCap :: 2030,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2030,3333.3333333333335,NA
VN_ABCD_012,T&T Group,VN_ABCD_012_RenewablesCap_2025,T&T Group :: RenewablesCap :: 2025,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2025,1600,NA
VN_ABCD_012,T&T Group,VN_ABCD_012_RenewablesCap_2026,T&T Group :: RenewablesCap :: 2026,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2026,1866.6666666666667,NA
VN_ABCD_012,T&T Group,VN_ABCD_012_RenewablesCap_2027,T&T Group :: RenewablesCap :: 2027,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2027,2133.3333333333335,NA
VN_ABCD_012,T&T Group,VN_ABCD_012_RenewablesCap_2028,T&T Group :: RenewablesCap :: 2028,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2028,2333.3333333333335,NA
VN_ABCD_012,T&T Group,VN_ABCD_012_RenewablesCap_2029,T&T Group :: RenewablesCap :: 2029,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2029,2533.3333333333335,NA
VN_ABCD_012,T&T Group,VN_ABCD_012_RenewablesCap_2030,T&T Group :: RenewablesCap :: 2030,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2030,2666.666666666667,NA
VN_ABCD_013,Gia Lai Electricity JSC,VN_ABCD_013_RenewablesCap_2025,Gia Lai Electricity JSC :: RenewablesCap :: 2025,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2025,1166.6666666666667,NA
VN_ABCD_013,Gia Lai Electricity JSC,VN_ABCD_013_RenewablesCap_2026,Gia Lai Electricity JSC :: RenewablesCap :: 2026,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2026,1266.6666666666667,NA
VN_ABCD_013,Gia Lai Electricity JSC,VN_ABCD_013_RenewablesCap_2027,Gia Lai Electricity JSC :: RenewablesCap :: 2027,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2027,1366.6666666666667,NA
VN_ABCD_013,Gia Lai Electricity JSC,VN_ABCD_013_RenewablesCap_2028,Gia Lai Electricity JSC :: RenewablesCap :: 2028,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2028,1500,NA
VN_ABCD_013,Gia Lai Electricity JSC,VN_ABCD_013_RenewablesCap_2029,Gia Lai Electricity JSC :: RenewablesCap :: 2029,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2029,1600,NA
VN_ABCD_013,Gia Lai Electricity JSC,VN_ABCD_013_RenewablesCap_2030,Gia Lai Electricity JSC :: RenewablesCap :: 2030,VN,Power,RenewablesCap,0.3,0.01,MW,greentech,2030,1666.6666666666667,NA
