sector,technology,year,region,scenario_source,name_abcd,metric,production,technology_share,scope,percentage_of_initial_production_by_scope
automotive,electric,2020,global,demo_2020,Ferry and Sons,target_cps,296344.7261,0.10054168286381093,sector,0
automotive,electric,2020,global,demo_2020,Ferry and Sons,target_sds,296344.7261,0.10054168286381093,sector,0
automotive,electric,2020,global,demo_2020,Ferry and Sons,target_sps,296344.7261,0.10054168286381093,sector,0
automotive,electric,2020,global,demo_2020,Giordano e figli,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Giordano e figli,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Giordano e figli,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Giordano e figli,target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Goyette-Goyette,projected,71393.19156,1,sector,0
automotive,electric,2020,global,demo_2020,Goyette-Goyette,target_cps,71393.19156,1,sector,0
automotive,electric,2020,global,demo_2020,Goyette-Goyette,target_sds,71393.19156,1,sector,0
automotive,electric,2020,global,demo_2020,Goyette-Goyette,target_sps,71393.19156,1,sector,0
automotive,electric,2020,global,demo_2020,"Guerra, Guerra e Guerra SPA",projected,355742.9886,0.06872967751073705,sector,0
automotive,electric,2020,global,demo_2020,"Guerra, Guerra e Guerra SPA",target_cps,355742.9886,0.06872967751073705,sector,0
automotive,electric,2020,global,demo_2020,"Guerra, Guerra e Guerra SPA",target_sds,355742.9886,0.06872967751073705,sector,0
automotive,electric,2020,global,demo_2020,"Guerra, Guerra e Guerra SPA",target_sps,355742.9886,0.06872967751073705,sector,0
automotive,electric,2020,global,demo_2020,"Gutkowski, Gutkowski and Gutkowski",projected,374360.1485,0.10491144149153059,sector,0
automotive,electric,2020,global,demo_2020,"Gutkowski, Gutkowski and Gutkowski",target_cps,374360.1485,0.10491144149153059,sector,0
automotive,electric,2020,global,demo_2020,"Gutkowski, Gutkowski and Gutkowski",target_sds,374360.1485,0.10491144149153059,sector,0
automotive,electric,2020,global,demo_2020,"Gutkowski, Gutkowski and Gutkowski",target_sps,374360.1485,0.10491144149153059,sector,0
automotive,electric,2020,global,demo_2020,Hand-Hand,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Hand-Hand,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Hand-Hand,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Hand-Hand,target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Hellwig Hellwig AG & Co. OHG,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Hellwig Hellwig AG & Co. OHG,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Hellwig Hellwig AG & Co. OHG,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Hellwig Hellwig AG & Co. OHG,target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,"Hilpert, Hilpert and Hilpert",projected,395460.1734,0.1300822227195504,sector,0
automotive,electric,2020,global,demo_2020,"Hilpert, Hilpert and Hilpert",target_cps,395460.1734,0.1300822227195504,sector,0
automotive,electric,2020,global,demo_2020,"Hilpert, Hilpert and Hilpert",target_sds,395460.1734,0.1300822227195504,sector,0
automotive,electric,2020,global,demo_2020,"Hilpert, Hilpert and Hilpert",target_sps,395460.1734,0.1300822227195504,sector,0
automotive,electric,2020,global,demo_2020,"Hoeger, Hoeger and Hoeger",projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,"Hoeger, Hoeger and Hoeger",target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,"Hoeger, Hoeger and Hoeger",target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,"Hoeger, Hoeger and Hoeger",target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Hornich,projected,442553.4882,0.1305741895093315,sector,0
automotive,electric,2020,global,demo_2020,Hornich,target_cps,442553.4882,0.1305741895093315,sector,0
automotive,electric,2020,global,demo_2020,Hornich,target_sds,442553.4882,0.1305741895093315,sector,0
automotive,electric,2020,global,demo_2020,Hornich,target_sps,442553.4882,0.1305741895093315,sector,0
automotive,electric,2020,global,demo_2020,Hyatt Inc,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Hyatt Inc,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Hyatt Inc,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Hyatt Inc,target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,"Kuhlman, Kuhlman and Kuhlman",projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,"Kuhlman, Kuhlman and Kuhlman",target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,"Kuhlman, Kuhlman and Kuhlman",target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,"Kuhlman, Kuhlman and Kuhlman",target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Lynch LLC,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Lynch LLC,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Lynch LLC,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Lynch LLC,target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Mante-Mante,projected,200666.6299,0.054266748575855485,sector,0
automotive,electric,2020,global,demo_2020,Mante-Mante,target_cps,200666.6299,0.054266748575855485,sector,0
automotive,electric,2020,global,demo_2020,Mante-Mante,target_sds,200666.6299,0.054266748575855485,sector,0
automotive,electric,2020,global,demo_2020,Mante-Mante,target_sps,200666.6299,0.054266748575855485,sector,0
automotive,electric,2020,global,demo_2020,Marks and Sons,projected,67201.90207,0.019254872694404294,sector,0
automotive,electric,2020,global,demo_2020,Marks and Sons,target_cps,67201.90207,0.019254872694404294,sector,0
automotive,electric,2020,global,demo_2020,Marks and Sons,target_sds,67201.90207,0.019254872694404294,sector,0
automotive,electric,2020,global,demo_2020,Marks and Sons,target_sps,67201.90207,0.019254872694404294,sector,0
automotive,electric,2020,global,demo_2020,Messina SPA,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Messina SPA,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Messina SPA,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Messina SPA,target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Meyer Meyer GmbH & Co. OHG,projected,349666.2315,1,sector,0
automotive,electric,2020,global,demo_2020,Meyer Meyer GmbH & Co. OHG,target_cps,349666.2315,1,sector,0
automotive,electric,2020,global,demo_2020,Meyer Meyer GmbH & Co. OHG,target_sds,349666.2315,1,sector,0
automotive,electric,2020,global,demo_2020,Meyer Meyer GmbH & Co. OHG,target_sps,349666.2315,1,sector,0
automotive,electric,2020,global,demo_2020,Nette e.G.,projected,414518.8335,0.11056791613582388,sector,0
automotive,electric,2020,global,demo_2020,Nette e.G.,target_cps,414518.8335,0.11056791613582388,sector,0
automotive,electric,2020,global,demo_2020,Nette e.G.,target_sds,414518.8335,0.11056791613582388,sector,0
automotive,electric,2020,global,demo_2020,Nette e.G.,target_sps,414518.8335,0.11056791613582388,sector,0
automotive,electric,2020,global,demo_2020,Parisi-Parisi SPA,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Parisi-Parisi SPA,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Parisi-Parisi SPA,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Parisi-Parisi SPA,target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Pellegrino s.r.l.,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Pellegrino s.r.l.,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Pellegrino s.r.l.,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Pellegrino s.r.l.,target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Pfeffer Ltd,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Pfeffer Ltd,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Pfeffer Ltd,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Pfeffer Ltd,target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Reichert LLC,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Reichert LLC,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Reichert LLC,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Reichert LLC,target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Reichmann Stiftung & Co. KGaA,projected,395923.6217,1,sector,0
automotive,electric,2020,global,demo_2020,Reichmann Stiftung & Co. KGaA,target_cps,395923.6217,1,sector,0
automotive,electric,2020,global,demo_2020,Reichmann Stiftung & Co. KGaA,target_sds,395923.6217,1,sector,0
automotive,electric,2020,global,demo_2020,Reichmann Stiftung & Co. KGaA,target_sps,395923.6217,1,sector,0
automotive,electric,2020,global,demo_2020,"Rinaldi, Rinaldi e Rinaldi SPA",projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,"Rinaldi, Rinaldi e Rinaldi SPA",target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,"Rinaldi, Rinaldi e Rinaldi SPA",target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,"Rinaldi, Rinaldi e Rinaldi SPA",target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Salz Salz Stiftung & Co. KG,projected,524697.9481,1,sector,0
automotive,electric,2020,global,demo_2020,Salz Salz Stiftung & Co. KG,target_cps,524697.9481,1,sector,0
automotive,electric,2020,global,demo_2020,Salz Salz Stiftung & Co. KG,target_sds,524697.9481,1,sector,0
automotive,electric,2020,global,demo_2020,Salz Salz Stiftung & Co. KG,target_sps,524697.9481,1,sector,0
automotive,electric,2020,global,demo_2020,Schlosser GmbH & Co. KG,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Schlosser GmbH & Co. KG,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Schlosser GmbH & Co. KG,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Schlosser GmbH & Co. KG,target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Schmidt AG,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Schmidt AG,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Schmidt AG,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Schmidt AG,target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Schmidtke AG & Co. OHG,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Schmidtke AG & Co. OHG,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Schmidtke AG & Co. OHG,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Schmidtke AG & Co. OHG,target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Seip,projected,41112.92536,0.013532358305843022,sector,0
automotive,electric,2020,global,demo_2020,Seip,target_cps,41112.92536,0.013532358305843022,sector,0
automotive,electric,2020,global,demo_2020,Seip,target_sds,41112.92536,0.013532358305843022,sector,0
automotive,electric,2020,global,demo_2020,Seip,target_sps,41112.92536,0.013532358305843022,sector,0
automotive,electric,2020,global,demo_2020,Spencer and Sons,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Spencer and Sons,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Spencer and Sons,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Spencer and Sons,target_sps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Stanton-Stanton,projected,435410.0606,1,sector,0
automotive,electric,2020,global,demo_2020,Stanton-Stanton,target_cps,435410.0606,1,sector,0
automotive,electric,2020,global,demo_2020,Stanton-Stanton,target_sds,435410.0606,1,sector,0
automotive,electric,2020,global,demo_2020,Stanton-Stanton,target_sps,435410.0606,1,sector,0
automotive,electric,2020,global,demo_2020,Trost GmbH & Co. KGaA,projected,270218.2591,0.11232340901230951,sector,0
automotive,electric,2020,global,demo_2020,Trost GmbH & Co. KGaA,target_cps,270218.2591,0.11232340901230951,sector,0
automotive,electric,2020,global,demo_2020,Trost GmbH & Co. KGaA,target_sds,270218.2591,0.11232340901230951,sector,0
automotive,electric,2020,global,demo_2020,Trost GmbH & Co. KGaA,target_sps,270218.2591,0.11232340901230951,sector,0
automotive,electric,2020,global,demo_2020,Vitale Group,projected,0,0,sector,0
automotive,electric,2020,global,demo_2020,Vitale Group,target_cps,0,0,sector,0
automotive,electric,2020,global,demo_2020,Vitale Group,target_sds,0,0,sector,0
automotive,electric,2020,global,demo_2020,Vitale Group,target_sps,0,0,sector,0
automotive,electric,2021,global,demo_2020,Bahr,projected,0,0,sector,0
automotive,electric,2021,global,demo_2020,Bahr,target_cps,3627.08937838868,0.0010346858242972518,sector,0.0010756111834566316
automotive,electric,2021,global,demo_2020,Bahr,target_sds,22013.350974234803,0.006426343404782618,sector,0.0065280460510078915
automotive,electric,2021,global,demo_2020,Bahr,target_sps,4608.13122000093,0.0013176788399487248,sector,0.0013665385541920619
automotive,electric,2021,global,demo_2020,"Beier, Beier and Beier",projected,0,0,sector,0
automotive,electric,2021,global,demo_2020,"Beier, Beier and Beier",target_cps,830.805141765236,0.0010346858242972518,sector,0.0010756111834566316
automotive,electric,2021,global,demo_2020,"Beier, Beier and Beier",target_sds,5042.2813636320625,0.006426343404782618,sector,0.0065280460510078915
automotive,electric,2021,global,demo_2020,"Beier, Beier and Beier",target_sps,1055.5182715697124,0.0013176788399487248,sector,0.0013665385541920619
automotive,electric,2021,global,demo_2020,"Bellini, Bellini e Bellini SPA",projected,0,0,sector,0
automotive,electric,2021,global,demo_2020,"Bellini, Bellini e Bellini SPA",target_cps,1092.8513882054842,0.0010346858242972518,sector,0.0010756111834566316
automotive,electric,2021,global,demo_2020,"Bellini, Bellini e Bellini SPA",target_sds,6632.6794466626625,0.006426343404782618,sector,0.0065280460510078915
automotive,electric,2021,global,demo_2020,"Bellini, Bellini e Bellini SPA",target_sps,1388.4418263352172,0.0013176788399487248,sector,0.0013665385541920619
automotive,electric,2021,global,demo_2020,"Bernardi, Bernardi e Bernardi SPA",projected,339655.6253,0.07861408470022554,sector,0.0035230296292194274
automotive,electric,2021,global,demo_2020,"Bernardi, Bernardi e Bernardi SPA",target_cps,329190.8120625268,0.07440943058392348,sector,0.0010756111834566294
automotive,electric,2021,global,demo_2020,"Bernardi, Bernardi e Bernardi SPA",target_sds,352504.6481894042,0.08085842132731869,sector,0.006528046051007893
automotive,electric,2021,global,demo_2020,"Bernardi, Bernardi e Bernardi SPA",target_sps,330434.7761282902,0.0747475405203796,sector,0.0013665385541920627
automotive,electric,2021,global,demo_2020,Beyer,projected,0,0,sector,0
automotive,electric,2021,global,demo_2020,Beyer,target_cps,888.7202117885545,0.0010346858242972518,sector,0.0010756111834566316
automotive,electric,2021,global,demo_2020,Beyer,target_sds,5393.7766343902,0.006426343404782618,sector,0.0065280460510078915
automotive,electric,2021,global,demo_2020,Beyer,target_sps,1129.0979974714642,0.0013176788399487248,sector,0.0013665385541920619
automotive,electric,2021,global,demo_2020,Caruso-Caruso e figli,projected,0,0,sector,0
automotive,electric,2021,global,demo_2020,Caruso-Caruso e figli,target_cps,1779.1107025375074,0.0010346858242972518,sector,0.0010756111834566316
automotive,electric,2021,global,demo_2020,Caruso-Caruso e figli,target_sds,10797.6904430114,0.006426343404782619,sector,0.0065280460510078915
automotive,electric,2021,global,demo_2020,Caruso-Caruso e figli,target_sps,2260.3180448348835,0.0013176788399487248,sector,0.0013665385541920619
automotive,electric,2021,global,demo_2020,Christiansen PLC,projected,518083.2938,0.13052779489292143,sector,0.0014334755753775054
automotive,electric,2021,global,demo_2020,Christiansen PLC,target_cps,516674.07830177515,0.12698740270341574,sector,0.0010756111834566272
automotive,electric,2021,global,demo_2020,Christiansen PLC,target_sds,538144.9367942108,0.1338935532875149,sector,0.006528046051007895
automotive,electric,2021,global,demo_2020,Christiansen PLC,target_sps,517819.706000294,0.12730554812542041,sector,0.0013665385541920554
automotive,electric,2021,global,demo_2020,"Costa, Costa e Costa s.r.l.",projected,0,0,sector,0
automotive,electric,2021,global,demo_2020,"Costa, Costa e Costa s.r.l.",target_cps,6036.126554878935,0.0010346858242972518,sector,0.0010756111834566316
automotive,electric,2021,global,demo_2020,"Costa, Costa e Costa s.r.l.",target_sds,36634.159932523675,0.006426343404782618,sector,0.0065280460510078915
automotive,electric,2021,global,demo_2020,"Costa, Costa e Costa s.r.l.",target_sps,7668.755942752945,0.0013176788399487248,sector,0.0013665385541920619
automotive,electric,2021,global,demo_2020,"Donati, Donati e Donati s.r.l.",projected,268348.242,1,sector,-0.031983122811880954
automotive,electric,2021,global,demo_2020,"Donati, Donati e Donati s.r.l.",target_cps,277512.5999357455,0.9837696026650998,sector,0.0010756111834565709
automotive,electric,2021,global,demo_2020,"Donati, Donati e Donati s.r.l.",target_sds,279024.09353240364,0.9747394460613947,sector,0.0065280460510078134
automotive,electric,2021,global,demo_2020,"Donati, Donati e Donati s.r.l.",target_sps,277593.24919954065,0.979161586355025,sector,0.0013665385541919654
automotive,electric,2021,global,demo_2020,DuBuque-DuBuque,projected,296930.2592,1,sector,0.05002331940518719
automotive,electric,2021,global,demo_2020,DuBuque-DuBuque,target_cps,283088.60880907567,0.9837696026650998,sector,0.0010756111834565691
automotive,electric,2021,global,demo_2020,DuBuque-DuBuque,target_sds,284630.4725644542,0.9747394460613947,sector,0.006528046051007799
automotive,electric,2021,global,demo_2020,DuBuque-DuBuque,target_sps,283170.8785434753,0.9791615863550251,sector,0.0013665385541921093
automotive,electric,2021,global,demo_2020,Esposito e figli,projected,0,0,sector,0
automotive,electric,2021,global,demo_2020,Esposito e figli,target_cps,2215.7783827877956,0.001034685824297252,sector,0.0010756111834566316
automotive,electric,2021,global,demo_2020,Esposito e figli,target_sds,13447.892271984485,0.006426343404782619,sector,0.0065280460510078915
automotive,electric,2021,global,demo_2020,Esposito e figli,target_sps,2815.093998831545,0.0013176788399487248,sector,0.0013665385541920619
automotive,electric,2021,global,demo_2020,"Esposito, Esposito e Esposito Group",projected,0,0,sector,0
automotive,electric,2021,global,demo_2020,"Esposito, Esposito e Esposito Group",target_cps,745.8832116071384,0.0010346858242972516,sector,0.0010756111834566316
automotive,electric,2021,global,demo_2020,"Esposito, Esposito e Esposito Group",target_sds,4526.877396716271,0.006426343404782618,sector,0.0065280460510078915
automotive,electric,2021,global,demo_2020,"Esposito, Esposito e Esposito Group",target_sps,947.6269689853478,0.0013176788399487248,sector,0.0013665385541920619
automotive,electric,2021,global,demo_2020,Ferrari-Ferrari SPA,projected,399663.1667,0.08172831540505952,sector,0.00294860465876213
automotive,electric,2021,global,demo_2020,Ferrari-Ferrari SPA,target_cps,390700.336151064,0.07907463750193144,sector,0.001075611183456629
automotive,electric,2021,global,demo_2020,Ferrari-Ferrari SPA,target_sds,416791.8577934452,0.08528999151215894,sector,0.006528046051007893
automotive,electric,2021,global,demo_2020,Ferrari-Ferrari SPA,target_sps,392092.5101016561,0.07936037695187124,sector,0.0013665385541920666
automotive,electric,2021,global,demo_2020,Ferry and Sons,projected,294369.9031,0.0991204167056985,sector,-6.700035812723141e-4
automotive,electric,2021,global,demo_2020,Ferry and Sons,target_cps,299515.0699063924,0.09795898339788196,sector,0.0010756111834566288
automotive,electric,2021,global,demo_2020,Ferry and Sons,target_sds,315586.0195004156,0.10522682413026638,sector,0.0065280460510078915
automotive,electric,2021,global,demo_2020,Ferry and Sons,target_sps,300372.57287968526,0.09840195557582017,sector,0.0013665385541920564
automotive,electric,2021,global,demo_2020,Giordano e figli,projected,0,0,sector,0
automotive,electric,2021,global,demo_2020,Giordano e figli,target_cps,1627.8635951025283,0.0010346858242972518,sector,0.0010756111834566316
automotive,electric,2021,global,demo_2020,Giordano e figli,target_sds,9879.748999483174,0.006426343404782618,sector,0.0065280460510078915
automotive,electric,2021,global,demo_2020,Giordano e figli,target_sps,2068.162174108702,0.0013176788399487248,sector,0.0013665385541920619
automotive,electric,2021,global,demo_2020,Goyette-Goyette,projected,75241.65206,1,sector,0.05390514719832461
automotive,electric,2021,global,demo_2020,Goyette-Goyette,target_cps,71469.9828752646,0.9837696026650998,sector,0.0010756111834565587
automotive,electric,2021,global,demo_2020,Goyette-Goyette,target_sds,71859.24960223211,0.9747394460613947,sector,0.006528046051007881
automotive,electric,2021,global,demo_2020,Goyette-Goyette,target_sps,71490.75310877357,0.979161586355025,sector,0.001366538554192115
automotive,electric,2021,global,demo_2020,"Guerra, Guerra e Guerra SPA",projected,349803.735,0.06761815035254455,sector,-0.0011474660011963587
automotive,electric,2021,global,demo_2020,"Guerra, Guerra e Guerra SPA",target_cps,361310.32356843003,0.06742255203647937,sector,0.0010756111834566364
automotive,electric,2021,global,demo_2020,"Guerra, Guerra e Guerra SPA",target_sds,389531.9818851959,0.07385114421775274,sector,0.006528046051007888
automotive,electric,2021,global,demo_2020,"Guerra, Guerra e Guerra SPA",target_sps,362816.1559261447,0.06777052102484638,sector,0.001366538554192063
automotive,electric,2021,global,demo_2020,"Gutkowski, Gutkowski and Gutkowski",projected,369871.1549,0.1026184318615687,sector,-0.0012580046014760405
automotive,electric,2021,global,demo_2020,"Gutkowski, Gutkowski and Gutkowski",target_cps,378198.299579066,0.10218088001060319,sector,0.0010756111834566325
automotive,electric,2021,global,demo_2020,"Gutkowski, Gutkowski and Gutkowski",target_sds,397654.4646806374,0.10951347475732112,sector,0.006528046051007895
automotive,electric,2021,global,demo_2020,"Gutkowski, Gutkowski and Gutkowski",target_sps,379236.4286159263,0.10262760453332868,sector,0.0013665385541920597
automotive,electric,2021,global,demo_2020,Hand-Hand,projected,0,0,sector,0
automotive,electric,2021,global,demo_2020,Hand-Hand,target_cps,1117.633775345901,0.0010346858242972518,sector,0.0010756111834566316
automotive,electric,2021,global,demo_2020,Hand-Hand,target_sds,6783.087481642963,0.006426343404782618,sector,0.0065280460510078915
automotive,electric,2021,global,demo_2020,Hand-Hand,target_sps,1419.9272627207517,0.0013176788399487248,sector,0.0013665385541920619
automotive,electric,2021,global,demo_2020,Hellwig Hellwig AG & Co. OHG,projected,0,0,sector,0
automotive,electric,2021,global,demo_2020,Hellwig Hellwig AG & Co. OHG,target_cps,4566.340572539028,0.0010346858242972518,sector,0.0010756111834566316
automotive,electric,2021,global,demo_2020,Hellwig Hellwig AG & Co. OHG,target_sds,27713.80774075265,0.006426343404782618,sector,0.0065280460510078915
