sector,technology,year,region,scenario_source,metric,production,technology_share,scope,percentage_of_initial_production_by_scope
automotive,electric,2025,global,demo_2020,target_sps,160491.16677759032,0.1514386658177776,sector,0.005990533694880707
automotive,electric,2026,global,demo_2020,target_cps,158652.47139145122,0.15152434379098503,sector,0.005248386280182574
automotive,electric,2026,global,demo_2020,target_sds,236153.93007094273,0.17079538812641706,sector,0.03653008069672999
automotive,electric,2026,global,demo_2020,target_sps,162833.57355062998,0.14858641868635641,sector,0.006935992711032976
automotive,electric,2027,global,demo_2020,target_cps,160341.15295652437,0.14936822408410952,sector,0.005929984040863867
automotive,electric,2027,global,demo_2020,target_sds,250148.645863152,0.17131579985354958,sector,0.042178728223078624
automotive,electric,2027,global,demo_2020,target_sps,165175.98032366962,0.14586812610995872,sector,0.007881451727185232
automotive,electric,2028,global,demo_2020,target_cps,162014.49630319243,0.14730914835009937,sector,0.006605390879861654
automotive,electric,2028,global,demo_2020,target_sds,264143.3616261763,0.1719262445467682,sector,0.04782737573764741
automotive,electric,2028,global,demo_2020,target_sps,167518.38709670928,0.1432745679572163,sector,0.0088269107433375
automotive,electric,2029,global,demo_2020,target_cps,164264.95745276986,0.1451780448929964,sector,0.00751373814424704
automotive,electric,2029,global,demo_2020,target_sds,273533.31195293483,0.17011851400965342,sector,0.05161741481191774
automotive,electric,2029,global,demo_2020,target_sps,170696.03505214522,0.14056325082049953,sector,0.010109495793980135
automotive,electric,2030,global,demo_2020,target_cps,166490.84502722434,0.14314792085827727,sector,0.008412166846055466
automotive,electric,2030,global,demo_2020,target_sds,282923.2623088784,0.1684558520363798,sector,0.055407453897967945
automotive,electric,2030,global,demo_2020,target_sps,173873.68303418424,0.13799560515753706,sector,0.011392080855360498
automotive,electric,2031,global,demo_2020,target_cps,168693.92182823308,0.14120904191597472,sector,0.0093013884999387
automotive,electric,2031,global,demo_2020,target_sds,292313.2126356369,0.1669230743776719,sector,0.05919749297223826
automotive,electric,2031,global,demo_2020,target_sps,177051.3309896202,0.13556054662602332,sector,0.012674665906003146
automotive,electric,2032,global,demo_2020,target_cps,170875.72942641925,0.13935320394474027,sector,0.010182025325684295
automotive,electric,2032,global,demo_2020,target_sds,301703.16299158055,0.16550694798983662,sector,0.06298753205828848
automotive,electric,2032,global,demo_2020,target_sps,180228.9789716592,0.13324809948165006,sector,0.013957250967383497
automotive,electric,2033,global,demo_2020,target_cps,173037.62649464537,0.13757339645996006,sector,0.011054625720574349
automotive,electric,2033,global,demo_2020,target_sds,311093.11331833905,0.1641958952506084,sector,0.0667775711325588
automotive,electric,2033,global,demo_2020,target_sps,183406.62692709517,0.13104926160973548,sector,0.015239836018026144
automotive,electric,2034,global,demo_2020,target_cps,176017.31060532207,0.13722374553613242,sector,0.012257307184848458
automotive,electric,2034,global,demo_2020,target_sds,321434.04461108317,0.1644800958637918,sector,0.07095145196259452
automotive,electric,2034,global,demo_2020,target_sps,187824.51640361542,0.13079856690700759,sector,0.01702301624360243
automotive,electric,2035,global,demo_2020,target_cps,178963.56524932617,0.13686199803448393,sector,0.013446495608104014
automotive,electric,2035,global,demo_2020,target_sds,331774.9759038273,0.16473044074181273,sector,0.07512533279263021
automotive,electric,2035,global,demo_2020,target_sps,192242.40588013566,0.13054740258632527,sector,0.018806196469178714
automotive,electric,2036,global,demo_2020,target_cps,181878.85016841075,0.13648938440642985,sector,0.014623183808943063
automotive,electric,2036,global,demo_2020,target_sds,342115.9071673864,0.1649501003608834,sector,0.07929921361088606
automotive,electric,2036,global,demo_2020,target_sps,196660.29533005288,0.1302960362396907,sector,0.020589376684017297
automotive,electric,2037,global,demo_2020,target_cps,184765.30898049113,0.1361070140084083,sector,0.015788237009797753
automotive,electric,2037,global,demo_2020,target_sds,352456.8384893154,0.16514191351271876,sector,0.0834730944527016
automotive,electric,2037,global,demo_2020,target_sps,201078.18480657312,0.13004470975856208,sector,0.022372556909593583
automotive,electric,2038,global,demo_2020,target_cps,187624.8251298288,0.13571589249932017,sector,0.01694241541994468
automotive,electric,2038,global,demo_2020,target_sds,362797.76981124457,0.16530842706242682,sector,0.08764697529451718
automotive,electric,2038,global,demo_2020,target_sps,205496.07428309336,0.1297936418110556,sector,0.02415573713516987
automotive,electric,2039,global,demo_2020,target_cps,186926.47162307784,0.1398678072207442,sector,0.016660540970545593
automotive,electric,2039,global,demo_2020,target_sds,323948.2367207465,0.16259768427415744,sector,0.07196624820796886
automotive,electric,2039,global,demo_2020,target_sps,204407.51154845385,0.1355783568572621,sector,0.023716363639516617
automotive,electric,2040,global,demo_2020,target_cps,186226.57696956885,0.14460125729534903,sector,0.016378044472442427
automotive,electric,2040,global,demo_2020,target_sds,285098.70363024843,0.1591069420755727,sector,0.05628552112142054
automotive,electric,2040,global,demo_2020,target_sps,203318.9487872113,0.1424103143621489,sector,0.02327699013312565
automotive,hybrid,2020,global,demo_2020,projected,128137.09140051669,0.03385033732003527,sector,0
automotive,hybrid,2020,global,demo_2020,target_cps,128137.09140051669,0.03385033732003527,sector,0
automotive,hybrid,2020,global,demo_2020,target_sds,128137.09140051669,0.03385033732003527,sector,0
automotive,hybrid,2020,global,demo_2020,target_sps,128137.09140051669,0.03385033732003527,sector,0
automotive,hybrid,2021,global,demo_2020,projected,125352.44221258203,0.033196226111353595,sector,-0.0011239600704097406
automotive,hybrid,2021,global,demo_2020,target_cps,169055.83035050088,0.04872278097922269,sector,0.016515914791196032
automotive,hybrid,2021,global,demo_2020,target_sds,192761.9813308046,0.058755420421411415,sector,0.02608436141650622
automotive,hybrid,2021,global,demo_2020,target_sps,180935.7598126031,0.05338122700036793,sector,0.02131097709654538
automotive,hybrid,2022,global,demo_2020,projected,122567.79303294519,0.032598655556921534,sector,-0.002247920137470255
automotive,hybrid,2022,global,demo_2020,target_cps,208977.91982506946,0.06225291612311126,sector,0.032629554775419775
automotive,hybrid,2022,global,demo_2020,target_sds,257386.8712610926,0.08274753785700177,sector,0.052168722833012465
automotive,hybrid,2022,global,demo_2020,target_sps,233734.42795865893,0.0716611589876805,sector,0.0426219540857136
automotive,hybrid,2023,global,demo_2020,projected,119783.14382364516,0.03205877739451861,sector,-0.003371880216503639
automotive,hybrid,2023,global,demo_2020,target_cps,248066.75820385155,0.0746337418535176,sector,0.048406871978178966
automotive,hybrid,2023,global,demo_2020,target_sds,322011.7611913805,0.10587976940420926,sector,0.07825308424951867
automotive,hybrid,2023,global,demo_2020,target_sps,286533.0961047147,0.08880871566132112,sector,0.0639329310748818
automotive,hybrid,2024,global,demo_2020,projected,116998.49462760043,0.03157804127664408,sector,-0.004495840290186826
automotive,hybrid,2024,global,demo_2020,target_cps,295849.5083759026,0.08978261471224146,sector,0.06769328819191489
automotive,hybrid,2024,global,demo_2020,target_sds,405075.06848197867,0.13515636798082534,sector,0.11177969187941929
automotive,hybrid,2024,global,demo_2020,target_sps,352786.5489185595,0.11018750362799079,sector,0.09067462471880115
automotive,hybrid,2025,global,demo_2020,projected,114213.84545187907,0.03115821243088753,sector,-0.00561980035566695
automotive,hybrid,2025,global,demo_2020,target_cps,342605.31067035155,0.10384130945436057,sector,0.08656520034035672
automotive,hybrid,2025,global,demo_2020,target_sds,488138.3760644269,0.16346310231481614,sector,0.14530629962711852
automotive,hybrid,2025,global,demo_2020,target_sps,419040.00199843483,0.13050469696331476,sector,0.11741631847009765
automotive,hybrid,2026,global,demo_2020,target_cps,388484.74817255675,0.11694012324837555,sector,0.10508338784805647
automotive,hybrid,2026,global,demo_2020,target_sds,571201.6836468752,0.19085494294463118,sector,0.17883290737481777
automotive,hybrid,2026,global,demo_2020,target_sps,485293.45481227955,0.1498374531208228,sector,0.14415801211401696
automotive,hybrid,2027,global,demo_2020,target_cps,433600.0100085295,0.12918313394263137,sector,0.12329313329442029
automotive,hybrid,2027,global,demo_2020,target_sds,654264.9912293233,0.21738206174087774,sector,0.21235951512251694
automotive,hybrid,2027,global,demo_2020,target_sps,551546.9076261244,0.16825562939719785,sector,0.17089970575793637
automotive,hybrid,2028,global,demo_2020,target_cps,478038.0452013985,0.1406560026010035,sector,0.14122953166756413
automotive,hybrid,2028,global,demo_2020,target_sds,737328.2988117717,0.2430904191750558,sector,0.24588612287021622
automotive,hybrid,2028,global,demo_2020,target_sps,617800.3604399691,0.18582262613701564,sector,0.19764139940185568
automotive,hybrid,2029,global,demo_2020,target_cps,530258.4556049219,0.15417652833632203,sector,0.16230710812074106
automotive,hybrid,2029,global,demo_2020,target_sds,836194.3514930649,0.2712555806338091,sector,0.2857911478960856
automotive,hybrid,2029,global,demo_2020,target_sps,696683.5385817874,0.2065193294328049,sector,0.2294807933343393
automotive,hybrid,2030,global,demo_2020,target_cps,581711.1923960516,0.16688789776524354,sector,0.1830748306464731
automotive,hybrid,2030,global,demo_2020,target_sds,935060.4041743584,0.29813474222581826,sector,0.32569617292195513
automotive,hybrid,2030,global,demo_2020,target_sps,775566.7169896361,0.22629171877754062,sector,0.26132018737420004
automotive,hybrid,2031,global,demo_2020,target_cps,632472.0548282983,0.17886061084545052,sector,0.20356329388292221
automotive,hybrid,2031,global,demo_2020,target_sds,1033926.4568556517,0.3238158310839213,sector,0.36560119794782464
automotive,hybrid,2031,global,demo_2020,target_sps,854449.8953974848,0.24520064606728895,sector,0.29315958141406073
automotive,hybrid,2032,global,demo_2020,target_cps,682603.6196855566,0.19015560774544113,sector,0.22379775552026246
automotive,hybrid,2032,global,demo_2020,target_sds,1132792.5095369448,0.34837874789836687,sector,0.405506222973694
automotive,hybrid,2032,global,demo_2020,target_sps,933333.0738053336,0.2633017105172253,sector,0.32499897545392153
automotive,hybrid,2033,global,demo_2020,target_cps,732158.4298067953,0.20082621129851652,sector,0.24379942327587625
automotive,hybrid,2033,global,demo_2020,target_sds,1231658.5622182384,0.3718962861156775,sector,0.44541124799956355
automotive,hybrid,2033,global,demo_2020,target_sps,1012216.2519471517,0.28064581616984674,sector,0.35683836938640506
automotive,hybrid,2034,global,demo_2020,target_cps,751370.6037168812,0.2032976055816667,sector,0.25155397865551465
automotive,hybrid,2034,global,demo_2020,target_sds,1272508.41390494,0.3759654650346792,sector,0.4618993580196506
automotive,hybrid,2034,global,demo_2020,target_sps,1044565.8904511826,0.2858774459228396,sector,0.3698955624174913
automotive,hybrid,2035,global,demo_2020,target_cps,770472.1968038294,0.2056255636524355,sector,0.2592639006104838
automotive,hybrid,2035,global,demo_2020,target_sds,1313358.265591642,0.37986060037758523,sector,0.4783874680397377
automotive,hybrid,2035,global,demo_2020,target_sps,1076915.5292212442,0.29096222351240136,sector,0.38295275555595465
automotive,hybrid,2036,global,demo_2020,target_cps,789468.1084175571,0.20781797007731945,sector,0.2669311666515244
automotive,hybrid,2036,global,demo_2020,target_sds,1354208.1175701935,0.3835930953680901,sector,0.4948755781776233
automotive,hybrid,2036,global,demo_2020,target_sps,1109265.1674592446,0.29590632721924615,sector,0.3960099484796637
automotive,hybrid,2037,global,demo_2020,target_cps,808362.8362958656,0.20988224247509366,sector,0.2745575921878152
automotive,hybrid,2037,global,demo_2020,target_sds,1395057.9692568954,0.38717335143271936,sector,0.5113636881977104
automotive,hybrid,2037,global,demo_2020,target_sps,1141614.8062293062,0.3007155902647732,sector,0.40906714161812713
automotive,hybrid,2038,global,demo_2020,target_cps,827160.5234545087,0.21182536328503682,sector,0.28214484945307927
automotive,hybrid,2038,global,demo_2020,target_sds,1435907.820943597,0.39061087808783246,sector,0.5278517982177975
automotive,hybrid,2038,global,demo_2020,target_sps,1173964.4447333373,0.305395524345367,sector,0.4221243346492134
automotive,hybrid,2039,global,demo_2020,target_cps,766883.0391266753,0.21045967795691994,sector,0.25781521905554877
automotive,hybrid,2039,global,demo_2020,target_sds,1376061.676639977,0.4066329728831883,sector,0.5036962683734303
automotive,hybrid,2039,global,demo_2020,target_sps,1090837.6855022898,0.31415893075290735,sector,0.3885721160921755
automotive,hybrid,2040,global,demo_2020,target_cps,704045.1559626311,0.20850703612560692,sector,0.2324521421223852
automotive,hybrid,2040,global,demo_2020,target_sds,1316215.5326282072,0.42627088089496135,sector,0.4795407386468619
automotive,hybrid,2040,global,demo_2020,target_sps,1007710.9265372728,0.32595278464397626,sector,0.35501989764251474
automotive,ice,2020,global,demo_2020,projected,2203747.402197599,0.8009633841369929,technology,0
automotive,ice,2020,global,demo_2020,target_cps,2203747.402197599,0.8009633841369929,technology,0
automotive,ice,2020,global,demo_2020,target_sds,2203747.402197599,0.8009633841369929,technology,0
automotive,ice,2020,global,demo_2020,target_sps,2203747.402197599,0.8009633841369929,technology,0
automotive,ice,2021,global,demo_2020,projected,2218203.824817584,0.8016795354181596,technology,0.00655992724282686
automotive,ice,2021,global,demo_2020,target_cps,2252145.860973376,0.7883598729705323,technology,0.021961890336212524
automotive,ice,2021,global,demo_2020,target_sds,2166754.172476241,0.7745236324043363,technology,-0.016786510869833824
automotive,ice,2021,global,demo_2020,target_sps,2235487.1454877695,0.7840695758819066,technology,0.01440262312210527
automotive,ice,2022,global,demo_2020,projected,2232660.2472830648,0.8023352067891122,technology,0.013119854415544013
automotive,ice,2022,global,demo_2020,target_cps,2301255.4811943625,0.7769870468716226,technology,0.04424648618962751
automotive,ice,2022,global,demo_2020,target_sds,2129760.9420910724,0.748946329649857,technology,-0.033573022040886566
automotive,ice,2022,global,demo_2020,target_sps,2267226.8884980823,0.7683208984660894,technology,0.028805246117218773
automotive,ice,2023,global,demo_2020,projected,2247116.6697705737,0.8029297245114481,technology,0.019679781598256913
automotive,ice,2023,global,demo_2020,target_cps,2351059.143170371,0.7666662079468388,technology,0.06684601911538114
automotive,ice,2023,global,demo_2020,target_sds,2092767.7120378092,0.7241895315582643,technology,-0.05035953306132985
automotive,ice,2023,global,demo_2020,target_sps,2298966.631228537,0.7536046009756999,technology,0.0432078689853403
automotive,ice,2024,global,demo_2020,projected,2261573.092258863,0.803462071973663,technology,0.02623970878132396
automotive,ice,2024,global,demo_2020,target_cps,2375423.5009677922,0.7540428227765242,technology,0.07790189501709505
automotive,ice,2024,global,demo_2020,target_sds,2036566.8907707243,0.6947589090322942,technology,-0.0758619210441998
automotive,ice,2024,global,demo_2020,target_sps,2302052.525469807,0.73537747704900025,technology,0.04460816297465725
automotive,ice,2025,global,demo_2020,projected,2276029.5147568504,0.8039308796343803,technology,0.03279963596879163
automotive,ice,2025,global,demo_2020,target_cps,2400551.0193905495,0.7423701435867246,technology,0.08930407223472892
automotive,ice,2025,global,demo_2020,target_sds,1980366.0701674495,0.6661574499138505,technology,-0.10136430872585094
automotive,ice,2025,global,demo_2020,target_sps,2305138.419431219,0.7180566372189077,technology,0.04600845683698222
automotive,ice,2026,global,demo_2020,target_cps,2426419.8376353816,0.7315355329606394,technology,0.101042630936618
automotive,ice,2026,global,demo_2020,target_sds,1924165.2489003646,0.6383496689289517,technology,-0.1268666967087209
automotive,ice,2026,global,demo_2020,target_sps,2308224.3131127735,0.7015761281928208,technology,0.04740875057231564
automotive,ice,2027,global,demo_2020,target_cps,2453009.8511324064,0.7214486419732591,technology,0.11310844822153411
automotive,ice,2027,global,demo_2020,target_sds,1867964.427965185,0.6113021384055727,technology,-0.1523690845409814
automotive,ice,2027,global,demo_2020,target_sps,2311310.2070741854,0.6858762444928435,technology,0.04880904443464061
automotive,ice,2028,global,demo_2020,target_cps,2480302.4669190226,0.7120348490488971,technology,0.12549308711408586
automotive,ice,2028,global,demo_2020,target_sds,1811763.6070300052,0.584983336278176,technology,-0.17787147237324186
automotive,ice,2028,global,demo_2020,target_sps,2314396.1010355973,0.670902805905768,technology,0.05020933829696558
automotive,ice,2029,global,demo_2020,target_cps,2495652.1981893186,0.7006454267706815,technology,0.13245837326938165
automotive,ice,2029,global,demo_2020,target_sds,1769210.7054381121,0.5586259053565374,technology,-0.19718080952751774
automotive,ice,2029,global,demo_2020,target_sps,2303431.1481640576,0.6529174197466956,technology,0.045233744061162845
automotive,ice,2030,global,demo_2020,target_cps,2511960.336462857,0.6899641813764792,technology,0.13985855818044537
automotive,ice,2030,global,demo_2020,target_sds,1726657.8041781243,0.533409405737802,technology,-0.21649014653118417
automotive,ice,2030,global,demo_2020,target_sps,2292466.1950126598,0.6357126760649223,technology,0.040258149698368134
automotive,ice,2031,global,demo_2020,target_cps,2529186.683355701,0.6799303472385747,technology,0.14767540092551937
automotive,ice,2031,global,demo_2020,target_sds,1684104.9029181367,0.5092610945384067,technology,-0.23579948353485047
automotive,ice,2031,global,demo_2020,target_sps,2281501.24214112,0.6192388073066878,technology,0.035282555462565396
automotive,ice,2032,global,demo_2020,target_cps,2547294.8668001723,0.6704911883098186,technology,0.155892396859996
automotive,ice,2032,global,demo_2020,target_sds,1641552.0016581488,0.4861143041117965,technology,-0.2551088205385169
automotive,ice,2032,global,demo_2020,target_sps,2270536.2892695805,0.6034501900011247,technology,0.030306961226762658
automotive,ice,2033,global,demo_2020,target_cps,2566251.721619571,0.6616003922415234,technology,0.1644944965382508
automotive,ice,2033,global,demo_2020,target_sds,1598999.1000662558,0.46390781863371416,technology,-0.2744181576927928
automotive,ice,2033,global,demo_2020,target_sps,2259571.336398041,0.5883049222204177,technology,0.02533136699095992
automotive,ice,2034,global,demo_2020,target_cps,2601839.10157621,0.6594786488822009,technology,0.1806430714253503
automotive,ice,2034,global,demo_2020,target_sds,1623399.9245932563,0.459554439101529,technology,-0.2633457341915023
automotive,ice,2034,global,demo_2020,target_sps,2274525.4564157035,0.5833239871701529,technology,0.032117135633387014
automotive,ice,2035,global,demo_2020,target_cps,2638443.4253280717,0.6575124383130806,technology,0.1972531074555049
automotive,ice,2035,global,demo_2020,target_sds,1647800.7494521623,0.455408958880602,technology,-0.2522733105396023
automotive,ice,2035,global,demo_2020,target_sps,2289479.5767132235,0.5784903739012733,technology,0.03890290440280567
automotive,ice,2036,global,demo_2020,target_cps,2676035.8074141624,0.6556926455162507,technology,0.21431149720044718
automotive,ice,2036,global,demo_2020,target_sds,1672201.5739791633,0.4514568042710265,technology,-0.24120088703831158
automotive,ice,2036,global,demo_2020,target_sps,2304433.696451028,0.5737976365410632,technology,0.04568867291824079
automotive,ice,2037,global,demo_2020,target_cps,2714589.69473305,0.654010743516498,technology,0.23180619159257282
automotive,ice,2037,global,demo_2020,target_sds,1696602.3985061639,0.44768473505456186,technology,-0.2301284635370211
automotive,ice,2037,global,demo_2020,target_sps,2319387.8167485483,0.5692396999766647,technology,0.052474441687659655
automotive,ice,2038,global,demo_2020,target_cps,2754080.56565552,0.6524587442156431,technology,0.24972606339053355
automotive,ice,2038,global,demo_2020,target_sds,1721003.2230331646,0.4440806948497407,technology,-0.2190560400357305
automotive,ice,2038,global,demo_2020,target_sps,2334341.93676621,0.5648108338435774,technology,0.05926021033008633
automotive,ice,2039,global,demo_2020,target_cps,2519009.4168166616,0.6496725148223358,technology,0.14305723709744603
automotive,ice,2039,global,demo_2020,target_sds,1519506.4409966066,0.4307693428426543,technology,-0.3104897414824677
automotive,ice,2039,global,demo_2020,target_sps,2017240.0094293868,0.5502627123898306,technology,-0.08463192858774335
automotive,ice,2040,global,demo_2020,target_cps,2283279.3371008793,0.646891706579044,technology,0.03608940608346052
automotive,ice,2040,global,demo_2020,target_sds,1318009.6589600486,0.41462217702946597,technology,-0.40192344292920495
automotive,ice,2040,global,demo_2020,target_sps,1700138.082092563,0.5316369009938748,technology,-0.22852406750557336
power,coalcap,2020,global,demo_2020,projected,18740.627107804397,0.10627120900661574,technology,0
power,coalcap,2020,global,demo_2020,target_cps,18740.627107804397,0.10627120900661574,technology,0
power,coalcap,2020,global,demo_2020,target_sds,18740.627107804397,0.10627120900661574,technology,0
power,coalcap,2020,global,demo_2020,target_sps,18740.627107804397,0.10627120900661574,technology,0
power,coalcap,2021,global,demo_2020,projected,18883.75585491859,0.10620092409513059,technology,0.007637350996359478
power,coalcap,2021,global,demo_2020,target_cps,18501.388628270874,0.10476671975763505,technology,-0.012765767023553585
power,coalcap,2021,global,demo_2020,target_sds,18257.66861256474,0.10382354675776811,technology,-0.025770668850165292
power,coalcap,2021,global,demo_2020,target_sps,18413.704980344948,0.10447512989389396,technology,-0.01744456712034492
power,coalcap,2022,global,demo_2020,projected,19026.88460388427,0.10612497066961653,technology,0.015274702091514535
power,coalcap,2022,global,demo_2020,target_cps,18262.15014548244,0.10326725389635093,technology,-0.025531534220789222
power,coalcap,2022,global,demo_2020,target_sds,17774.71012074108,0.10136319750604253,technology,-0.05154133751805279
power,coalcap,2022,global,demo_2020,target_sps,18086.782849572635,0.10267799320671415,technology,-0.03488913441746426
power,coalcap,2023,global,demo_2020,projected,19170.013352493716,0.10391870141103421,technology,0.02291205316766072
power,coalcap,2023,global,demo_2020,target_cps,18022.911662694005,0.09973415581561221,technology,-0.03829730141802486
power,coalcap,2023,global,demo_2020,target_sds,17291.751628917424,0.09690912757850845,technology,-0.07731200618594028
power,coalcap,2023,global,demo_2020,target_sps,17759.86071880032,0.09885903992433256,technology,-0.05233370171458379
power,coalcap,2024,global,demo_2020,projected,19313.14209957235,0.10383156509231876,technology,0.030549404162122845
power,coalcap,2024,global,demo_2020,target_cps,17783.67317990557,0.09827438639078155,technology,-0.0510630686152605
power,coalcap,2024,global,demo_2020,target_sds,16808.793133677766,0.09447264661740101,technology,-0.10308267503610558
power,coalcap,2024,global,demo_2020,target_sps,17432.93859134087,0.09709566936069938,technology,-0.06977826883492871
power,coalcap,2025,global,demo_2020,projected,19456.270849278884,NA,technology,0.0381867552968098
power,coalcap,2025,global,demo_2020,target_cps,17544.43469711714,0.09681935731279075,technology,-0.06382883581249593
power,coalcap,2025,global,demo_2020,target_sds,16325.834641854108,0.09202317741907287,technology,-0.12885334370399307
power,coalcap,2025,global,demo_2020,target_sps,17106.016460568553,0.09533110335135855,technology,-0.08722283613204825
power,coalcap,2026,global,demo_2020,target_cps,17386.345215864185,0.09594217605314469,technology,-0.07226449169228877
power,coalcap,2026,global,demo_2020,target_sds,15357.169370869158,0.0885861853516782,technology,-0.18054132967227243
power,coalcap,2026,global,demo_2020,target_sps,16850.47282982175,0.09399830051833272,technology,-0.10085864614399738
power,coalcap,2027,global,demo_2020,target_cps,17228.25573461123,0.0950655523605365,technology,-0.08070014757208159
power,coalcap,2027,global,demo_2020,target_sds,14388.504099884214,0.08498902013841911,technology,-0.2322293156405515
power,coalcap,2027,global,demo_2020,target_sps,16594.929199074944,0.09266348679577611,technology,-0.1144944561559465
power,coalcap,2028,global,demo_2020,target_cps,17070.16625335827,0.09418947067625921,technology,-0.08913580345187462
power,coalcap,2028,global,demo_2020,target_sds,13419.838828899265,0.08121957100029116,technology,-0.2839173016088309
power,coalcap,2028,global,demo_2020,target_sps,16339.385568328142,0.091326629966646,technology,-0.12813026616789552
power,coalcap,2029,global,demo_2020,target_cps,16912.076772105316,0.09331391557320151,technology,-0.09757145933166744
power,coalcap,2029,global,demo_2020,target_sds,12451.17355791432,0.07726441959876713,technology,-0.33560528757710995
power,coalcap,2029,global,demo_2020,target_sps,16083.84193758134,0.08998769767786029,technology,-0.14176607617984455
power,coalcap,2030,global,demo_2020,target_cps,16753.98729085236,0.09243887175369261,technology,-0.10600711521146026
power,coalcap,2030,global,demo_2020,target_sds,11482.508286929375,0.07310865295880274,technology,-0.3872932735453891
power,coalcap,2030,global,demo_2020,target_sps,15828.298306834531,0.08864665743717377,technology,-0.15540188619179388
power,coalcap,2031,global,demo_2020,target_cps,16667.636913764552,0.09170153149093067,technology,-0.11061477196654552
power,coalcap,2031,global,demo_2020,target_sds,10822.47818378811,0.06946853678792458,technology,-0.4225124846926191
power,coalcap,2031,global,demo_2020,target_sps,15523.90982782165,0.0872805391542359,technology,-0.1716440576656674
power,coalcap,2032,global,demo_2020,target_cps,16581.286536676744,0.09096869311478989,technology,-0.11522242872163077
power,coalcap,2032,global,demo_2020,target_sds,10162.448080646845,0.06576973541807497,technology,-0.457731695839849
power,coalcap,2032,global,demo_2020,target_sps,15219.521348808767,0.08590456936013947,technology,-0.187886229139541
power,coalcap,2033,global,demo_2020,target_cps,16494.936159588935,0.09024030621351772,technology,-0.11983008547671603
power,coalcap,2033,global,demo_2020,target_sds,9502.41797750558,0.06201136346345509,technology,-0.49295090698707905
power,coalcap,2033,global,demo_2020,target_sps,14915.132869795883,0.08451859646916303,technology,-0.20412840061341464
power,coalcap,2034,global,demo_2020,target_cps,16408.585782501126,0.0895163212584292,technology,-0.12443774223180128
power,coalcap,2034,global,demo_2020,target_sds,8842.387874364316,0.0581915904883144,technology,-0.5281701181343089
power,coalcap,2034,global,demo_2020,target_sps,14610.744390783002,0.08312246563996942,technology,-0.22037057208728814
power,coalcap,2035,global,demo_2020,target_cps,16322.235405413317,0.08879668958266741,technology,-0.12904539898688652
power,coalcap,2035,global,demo_2020,target_sds,8182.357771223051,0.054308505075753744,technology,-0.563389329281539
power,coalcap,2035,global,demo_2020,target_sps,14306.355911770119,0.08171601868631087,technology,-0.23661274356116177
power,coalcap,2036,global,demo_2020,target_cps,16235.885028325507,0.08808136336060546,technology,-0.1336530557419719
power,coalcap,2036,global,demo_2020,target_sds,7522.327668081785,0.050360110219128174,technology,-0.598608540428769
power,coalcap,2036,global,demo_2020,target_sps,14129.458317370127,0.08061830284460862,technology,-0.2460520004965033
power,coalcap,2037,global,demo_2020,target_cps,16149.5346512377,0.08737029558786653,technology,-0.13826071249705704
