sector,technology,year,region,scenario_source,metric,production,technology_share,scope,percentage_of_initial_production_by_scope
automotive,electric,2029,vietnam,pdp8_2023,projected,35555.555555555555,0.22222222222222224,sector,0.37686383745698837
automotive,electric,2029,vietnam,pdp8_2023,target_pdp8_ndc,23562.222222222223,0.33364671004057644,sector,0.17142857142857143
automotive,electric,2029,vietnam,steps_2023,projected,35555.555555555555,0.22222222222222224,sector,0.37686383745698837
automotive,electric,2029,vietnam,steps_2023,target_steps,13390.555555555555,0.24143652457654585,sector,0.028571428571428553
automotive,electric,2030,vietnam,nze_2023,projected,44444.444444444445,0.2222222222222222,sector,0.5079469113550713
automotive,electric,2030,vietnam,nze_2023,target_nze_global,43905.555555555555,0.5405258024214646,sector,0.4571428571428571
automotive,electric,2030,vietnam,pdp8_2023,projected,44444.444444444445,0.2222222222222222,sector,0.5079469113550713
automotive,electric,2030,vietnam,pdp8_2023,target_pdp8_ndc,28987.111111111113,0.38053116757351574,sector,0.24761904761904763
automotive,electric,2030,vietnam,steps_2023,projected,44444.444444444445,0.2222222222222222,sector,0.5079469113550713
automotive,electric,2030,vietnam,steps_2023,target_steps,14068.666666666666,0.24447967011444457,sector,0.03809523809523808
automotive,hybrid,2025,vietnam,nze_2023,projected,1377.7777777777778,0.06145833333333334,sector,0
automotive,hybrid,2025,vietnam,nze_2023,target_nze_global,3412.1111111111113,0.08710317460317461,sector,0
automotive,hybrid,2025,vietnam,pdp8_2023,projected,1377.7777777777778,0.06145833333333334,sector,0
automotive,hybrid,2025,vietnam,pdp8_2023,target_pdp8_ndc,3412.1111111111113,0.08710317460317461,sector,0
automotive,hybrid,2025,vietnam,steps_2023,projected,1377.7777777777778,0.06145833333333334,sector,0
automotive,hybrid,2025,vietnam,steps_2023,target_steps,3412.1111111111113,0.08710317460317461,sector,0
automotive,hybrid,2026,vietnam,nze_2023,projected,1811.1111111111109,0.06736111111111112,sector,0.006390299852531538
automotive,hybrid,2026,vietnam,nze_2023,target_nze_global,5446.444444444444,0.10853781831171036,sector,0.028571428571428564
automotive,hybrid,2026,vietnam,pdp8_2023,projected,1811.1111111111109,0.06736111111111112,sector,0.006390299852531538
automotive,hybrid,2026,vietnam,pdp8_2023,target_pdp8_ndc,4090.222222222222,0.09295999688974435,sector,0.00952380952380952
automotive,hybrid,2026,vietnam,steps_2023,projected,1811.1111111111109,0.06736111111111112,sector,0.006390299852531538
automotive,hybrid,2026,vietnam,steps_2023,target_steps,4090.222222222222,0.09460988083721288,sector,0.00952380952380952
automotive,hybrid,2027,vietnam,nze_2023,projected,2244.4444444444443,0.07326388888888888,sector,0.012780599705063081
automotive,hybrid,2027,vietnam,nze_2023,target_nze_global,6802.666666666667,0.11921831123670988,sector,0.047619047619047616
automotive,hybrid,2027,vietnam,pdp8_2023,projected,2244.4444444444443,0.07326388888888888,sector,0.012780599705063081
automotive,hybrid,2027,vietnam,pdp8_2023,target_pdp8_ndc,5446.444444444444,0.1063157769391794,sector,0.028571428571428564
automotive,hybrid,2027,vietnam,steps_2023,projected,2244.4444444444443,0.07326388888888888,sector,0.012780599705063081
automotive,hybrid,2027,vietnam,steps_2023,target_steps,4090.222222222222,0.09274931366571852,sector,0.00952380952380952
automotive,hybrid,2028,vietnam,nze_2023,projected,2622.222222222222,0.07916666666666666,sector,0.018351630345731607
automotive,hybrid,2028,vietnam,nze_2023,target_nze_global,8158.888888888889,0.12889974774144908,sector,0.06666666666666665
automotive,hybrid,2028,vietnam,pdp8_2023,projected,2622.222222222222,0.07916666666666666,sector,0.018351630345731607
automotive,hybrid,2028,vietnam,pdp8_2023,target_pdp8_ndc,6802.666666666667,0.11799562292383774,sector,0.047619047619047616
automotive,hybrid,2028,vietnam,steps_2023,projected,2622.222222222222,0.07916666666666666,sector,0.018351630345731607
automotive,hybrid,2028,vietnam,steps_2023,target_steps,4768.333333333333,0.09868958562879473,sector,0.01904761904761904
automotive,hybrid,2029,vietnam,nze_2023,projected,3055.5555555555557,0.08506944444444446,sector,0.02474193019826315
automotive,hybrid,2029,vietnam,nze_2023,target_nze_global,8158.888888888889,0.1235674973368989,sector,0.06666666666666665
automotive,hybrid,2029,vietnam,pdp8_2023,projected,3055.5555555555557,0.08506944444444446,sector,0.02474193019826315
automotive,hybrid,2029,vietnam,pdp8_2023,target_pdp8_ndc,8158.888888888889,0.12898190823772349,sector,0.06666666666666665
automotive,hybrid,2029,vietnam,steps_2023,projected,3055.5555555555557,0.08506944444444446,sector,0.02474193019826315
automotive,hybrid,2029,vietnam,steps_2023,target_steps,5446.444444444444,0.10424169029041092,sector,0.028571428571428564
automotive,hybrid,2030,vietnam,nze_2023,projected,3866.6666666666665,0.09687499999999999,sector,0.036703260691463215
automotive,hybrid,2030,vietnam,nze_2023,target_nze_global,8158.888888888889,0.12014888032170402,sector,0.06666666666666665
automotive,hybrid,2030,vietnam,pdp8_2023,projected,3866.6666666666665,0.09687499999999999,sector,0.036703260691463215
automotive,hybrid,2030,vietnam,pdp8_2023,target_pdp8_ndc,9515.111111111111,0.139575744731951,sector,0.08571428571428572
automotive,hybrid,2030,vietnam,steps_2023,projected,3866.6666666666665,0.09687499999999999,sector,0.036703260691463215
automotive,hybrid,2030,vietnam,steps_2023,target_steps,6124.555555555556,0.10947717971955709,sector,0.03809523809523809
automotive,ice,2025,vietnam,nze_2023,projected,56433.333333333336,0.7163194444444445,technology,0
automotive,ice,2025,vietnam,nze_2023,target_nze_global,56433.333333333336,0.6822089947089948,technology,0
automotive,ice,2025,vietnam,pdp8_2023,projected,56433.333333333336,0.7163194444444445,technology,0
automotive,ice,2025,vietnam,pdp8_2023,target_pdp8_ndc,56433.333333333336,0.6822089947089948,technology,0
automotive,ice,2025,vietnam,steps_2023,projected,56433.333333333336,0.7163194444444445,technology,0
automotive,ice,2025,vietnam,steps_2023,target_steps,56433.333333333336,0.6822089947089948,technology,0
automotive,ice,2026,vietnam,nze_2023,projected,57533.333333333336,0.7104166666666667,technology,0.019492025989367986
automotive,ice,2026,vietnam,nze_2023,target_nze_global,53560.87666666666,0.6240065259288229,technology,-0.0509000000000001
automotive,ice,2026,vietnam,pdp8_2023,projected,57533.333333333336,0.7104166666666667,technology,0.019492025989367986
automotive,ice,2026,vietnam,pdp8_2023,target_pdp8_ndc,56670.35333333333,0.6574209744517949,technology,0.004199999999999943
automotive,ice,2026,vietnam,steps_2023,projected,57533.333333333336,0.7104166666666667,technology,0.019492025989367986
automotive,ice,2026,vietnam,steps_2023,target_steps,58543.94,0.6773393286200975,technology,0.037399999999999996
automotive,ice,2027,vietnam,nze_2023,projected,57977.77777777778,0.7045138888888889,technology,0.027367592045678298
automotive,ice,2027,vietnam,nze_2023,target_nze_global,48865.62333333334,0.555308004684288,technology,-0.13409999999999997
automotive,ice,2027,vietnam,pdp8_2023,projected,57977.77777777778,0.7045138888888889,technology,0.027367592045678298
automotive,ice,2027,vietnam,pdp8_2023,target_pdp8_ndc,55378.03,0.6212601118021711,technology,-0.018700000000000064
automotive,ice,2027,vietnam,steps_2023,projected,57977.77777777778,0.7045138888888889,technology,0.027367592045678298
automotive,ice,2027,vietnam,steps_2023,target_steps,60592.47,0.6728238450259507,technology,0.07369999999999997
automotive,ice,2028,vietnam,nze_2023,projected,58011.11111111111,0.6986111111111111,technology,0.027958259499901484
automotive,ice,2028,vietnam,nze_2023,target_nze_global,42770.823333333334,0.4763006526192214,technology,-0.24210000000000004
automotive,ice,2028,vietnam,pdp8_2023,projected,58011.11111111111,0.6986111111111111,technology,0.027958259499901484
automotive,ice,2028,vietnam,pdp8_2023,target_pdp8_ndc,53809.183333333334,0.5818447424579822,technology,-0.04650000000000002
automotive,ice,2028,vietnam,steps_2023,projected,58011.11111111111,0.6986111111111111,technology,0.027958259499901484
automotive,ice,2028,vietnam,steps_2023,target_steps,62776.44,0.6631987039881098,technology,0.1124
automotive,ice,2029,vietnam,nze_2023,projected,57366.666666666664,0.6927083333333334,technology,0.016538688718251537
automotive,ice,2029,vietnam,nze_2023,target_nze_global,36410.78666666667,0.4025822714734991,technology,-0.3548
automotive,ice,2029,vietnam,pdp8_2023,projected,57366.666666666664,0.6927083333333334,technology,0.016538688718251537
automotive,ice,2029,vietnam,pdp8_2023,target_pdp8_ndc,50970.58666666666,0.5373713817217001,technology,-0.09680000000000011
automotive,ice,2029,vietnam,steps_2023,projected,57366.666666666664,0.6927083333333334,technology,0.016538688718251537
automotive,ice,2029,vietnam,steps_2023,target_steps,64808.04000000001,0.6543217851330433,technology,0.1484000000000001
automotive,ice,2030,vietnam,nze_2023,projected,55688.88888888889,0.6809027777777777,technology,-0.013191573144319763
automotive,ice,2030,vietnam,nze_2023,target_nze_global,30660.23,0.3393253172568313,technology,-0.45670000000000005
automotive,ice,2030,vietnam,pdp8_2023,projected,55688.88888888889,0.6809027777777777,technology,-0.013191573144319763
automotive,ice,2030,vietnam,pdp8_2023,target_pdp8_ndc,45987.52333333333,0.4798930876945332,technology,-0.18510000000000007
automotive,ice,2030,vietnam,steps_2023,projected,55688.88888888889,0.6809027777777777,technology,-0.013191573144319763
automotive,ice,2030,vietnam,steps_2023,target_steps,66687.27,0.6460431501659983,technology,0.18170000000000003
power,coalcap,2025,vietnam,nze_2023,projected,4945.402663284718,0.39218365494813634,technology,0
power,coalcap,2025,vietnam,nze_2023,target_nze_global,4945.402663284718,0.2580155624658792,technology,0
power,coalcap,2025,vietnam,pdp8_2023,projected,4945.402663284718,0.39218365494813634,technology,0
power,coalcap,2025,vietnam,pdp8_2023,target_pdp8_ndc,4945.402663284718,0.2580155624658792,technology,0
power,coalcap,2025,vietnam,steps_2023,projected,4945.402663284718,0.39218365494813634,technology,0
power,coalcap,2025,vietnam,steps_2023,target_steps,4945.402663284718,0.2580155624658792,technology,0
power,coalcap,2026,vietnam,nze_2023,projected,4944.24857324033,0.3903325124234447,technology,-2.333662439574421e-4
power,coalcap,2026,vietnam,nze_2023,target_nze_global,4450.862396956246,0.23939558171046496,technology,-0.10000000000000007
power,coalcap,2026,vietnam,pdp8_2023,projected,4944.24857324033,0.3903325124234447,technology,-2.333662439574421e-4
power,coalcap,2026,vietnam,pdp8_2023,target_pdp8_ndc,4945.402663284718,0.2547514179938288,technology,0
power,coalcap,2026,vietnam,steps_2023,projected,4944.24857324033,0.3903325124234447,technology,-2.333662439574421e-4
power,coalcap,2026,vietnam,steps_2023,target_steps,5044.3107165504125,0.2599963520630991,technology,0.020000000000000014
power,coalcap,2027,vietnam,nze_2023,projected,4759.575142675967,0.3837160272588036,technology,-0.03757581197348348
power,coalcap,2027,vietnam,nze_2023,target_nze_global,3807.960050729233,0.2105558616729526,technology,-0.22999999999999998
power,coalcap,2027,vietnam,pdp8_2023,projected,4759.575142675967,0.3837160272588036,technology,-0.03757581197348348
power,coalcap,2027,vietnam,pdp8_2023,target_pdp8_ndc,4797.040583386177,0.24716854555651388,technology,-0.02999999999999993
power,coalcap,2027,vietnam,steps_2023,projected,4759.575142675967,0.3837160272588036,technology,-0.03757581197348348
power,coalcap,2027,vietnam,steps_2023,target_steps,5093.76474318326,0.2589689802115892,technology,0.030000000000000113
power,coalcap,2028,vietnam,nze_2023,projected,4683.512999365885,0.37997547935821924,technology,-0.05295618612881305
power,coalcap,2028,vietnam,nze_2023,target_nze_global,2967.2415979708308,0.1723047305016293,technology,-0.4
power,coalcap,2028,vietnam,pdp8_2023,projected,4683.512999365885,0.37997547935821924,technology,-0.05295618612881305
power,coalcap,2028,vietnam,pdp8_2023,target_pdp8_ndc,4648.678503487635,0.24113238561940928,technology,-0.060000000000000046
power,coalcap,2028,vietnam,steps_2023,projected,4683.512999365885,0.37997547935821924,technology,-0.05295618612881305
power,coalcap,2028,vietnam,steps_2023,target_steps,5143.218769816106,0.25798014134042,technology,0.03999999999999985
power,coalcap,2029,vietnam,nze_2023,projected,4571.43944197844,0.3760942100570463,technology,-0.07561835643488185
power,coalcap,2029,vietnam,nze_2023,target_nze_global,2175.9771718452757,0.13360325395184414,technology,-0.56
power,coalcap,2029,vietnam,pdp8_2023,projected,4571.43944197844,0.3760942100570463,technology,-0.07561835643488185
power,coalcap,2029,vietnam,pdp8_2023,target_pdp8_ndc,4450.862396956246,0.23368916488674418,technology,-0.10000000000000007
power,coalcap,2029,vietnam,steps_2023,projected,4571.43944197844,0.3760942100570463,technology,-0.07561835643488185
power,coalcap,2029,vietnam,steps_2023,target_steps,5143.218769816106,0.2573610505715921,technology,0.03999999999999985
power,coalcap,2030,vietnam,nze_2023,projected,4385.034876347496,0.3697729048835994,technology,-0.11331085153034395
power,coalcap,2030,vietnam,nze_2023,target_nze_global,1384.7127457197214,0.09049152473048985,technology,-0.72
power,coalcap,2030,vietnam,pdp8_2023,projected,4385.034876347496,0.3697729048835994,technology,-0.11331085153034395
power,coalcap,2030,vietnam,pdp8_2023,target_pdp8_ndc,4302.500317057705,0.2258603089242236,technology,-0.13
power,coalcap,2030,vietnam,steps_2023,projected,4385.034876347496,0.3697729048835994,technology,-0.11331085153034395
power,coalcap,2030,vietnam,steps_2023,target_steps,5192.672796448954,0.2564291902333468,technology,0.04999999999999995
power,gascap,2025,vietnam,nze_2023,projected,1239.8858592263791,0.20867269173264763,technology,0
power,gascap,2025,vietnam,nze_2023,target_nze_global,1239.8858592263791,0.137284665613584,technology,0
power,gascap,2025,vietnam,pdp8_2023,projected,1239.8858592263791,0.20867269173264763,technology,0
power,gascap,2025,vietnam,pdp8_2023,target_pdp8_ndc,1239.8858592263791,0.137284665613584,technology,0
power,gascap,2025,vietnam,steps_2023,projected,1239.8858592263791,0.20867269173264763,technology,0
power,gascap,2025,vietnam,steps_2023,target_steps,1239.8858592263791,0.137284665613584,technology,0
power,gascap,2026,vietnam,nze_2023,projected,1295.3329105897274,0.2101063522693167,technology,0.04471948038664152
power,gascap,2026,vietnam,nze_2023,target_nze_global,1363.8744451490172,0.14312656660415213,technology,0.10000000000000014
power,gascap,2026,vietnam,pdp8_2023,projected,1295.3329105897274,0.2101063522693167,technology,0.04471948038664152
power,gascap,2026,vietnam,pdp8_2023,target_pdp8_ndc,1388.6721623335447,0.14376006142912254,technology,0.1200000000000001
power,gascap,2026,vietnam,steps_2023,projected,1295.3329105897274,0.2101063522693167,technology,0.04471948038664152
power,gascap,2026,vietnam,steps_2023,target_steps,1301.880152187698,0.14016788737092634,technology,0.04999999999999998
power,gascap,2027,vietnam,nze_2023,projected,1414.9524413443246,0.2132356048785439,technology,0.14119572444126222
power,gascap,2027,vietnam,nze_2023,target_nze_global,1487.863031071655,0.14645339304343427,technology,0.20000000000000012
power,gascap,2027,vietnam,pdp8_2023,projected,1414.9524413443246,0.2132356048785439,technology,0.14119572444126222
power,gascap,2027,vietnam,pdp8_2023,target_pdp8_ndc,1587.0538998097654,0.1520977990516455,technology,0.28000000000000014
power,gascap,2027,vietnam,steps_2023,projected,1414.9524413443246,0.2132356048785439,technology,0.14119572444126222
power,gascap,2027,vietnam,steps_2023,target_steps,1363.8744451490172,0.1421632922957091,technology,0.10000000000000014
power,gascap,2028,vietnam,nze_2023,projected,1530.6024096385543,0.2152952278128791,technology,0.23447041374725117
power,gascap,2028,vietnam,nze_2023,target_nze_global,1512.6607482561826,0.14506634806638524,technology,0.22000000000000006
power,gascap,2028,vietnam,pdp8_2023,projected,1530.6024096385543,0.2152952278128791,technology,0.23447041374725117
power,gascap,2028,vietnam,pdp8_2023,target_pdp8_ndc,1810.2333544705136,0.1613057015463804,technology,0.4600000000000001
power,gascap,2028,vietnam,steps_2023,projected,1530.6024096385543,0.2152952278128791,technology,0.23447041374725117
power,gascap,2028,vietnam,steps_2023,target_steps,1425.868738110336,0.14405099255068543,technology,0.14999999999999994
power,gascap,2029,vietnam,nze_2023,projected,1605.1109701965759,0.2168193396776961,technology,0.2945634940929782
power,gascap,2029,vietnam,nze_2023,target_nze_global,1537.4584654407101,0.1445348740781463,technology,0.24000000000000002
power,gascap,2029,vietnam,pdp8_2023,projected,1605.1109701965759,0.2168193396776961,technology,0.2945634940929782
power,gascap,2029,vietnam,pdp8_2023,target_pdp8_ndc,2045.8116677235257,0.1701778909573077,technology,0.6500000000000001
power,gascap,2029,vietnam,steps_2023,projected,1605.1109701965759,0.2168193396776961,technology,0.2945634940929782
power,gascap,2029,vietnam,steps_2023,target_steps,1487.863031071655,0.14683619619341742,technology,0.20000000000000012
power,gascap,2030,vietnam,nze_2023,projected,1708.6873811033606,0.21882404584839038,technology,0.37810054723060393
power,gascap,2030,vietnam,nze_2023,target_nze_global,1549.857324032974,0.1435836598099242,technology,0.2500000000000001
power,gascap,2030,vietnam,pdp8_2023,projected,1708.6873811033606,0.21882404584839038,technology,0.37810054723060393
power,gascap,2030,vietnam,pdp8_2023,target_pdp8_ndc,2330.9854153455926,0.17873025234767134,technology,0.8799999999999999
power,gascap,2030,vietnam,steps_2023,projected,1708.6873811033606,0.21882404584839038,technology,0.37810054723060393
power,gascap,2030,vietnam,steps_2023,target_steps,1549.857324032974,0.14852086722912183,technology,0.2500000000000001
power,hydrocap,2025,vietnam,nze_2023,projected,3003.0437539632217,0.19305614539277344,sector,0
power,hydrocap,2025,vietnam,nze_2023,target_nze_global,5426.693849080532,0.29806325354787727,sector,0
power,hydrocap,2025,vietnam,pdp8_2023,projected,3003.0437539632217,0.19305614539277344,sector,0
power,hydrocap,2025,vietnam,pdp8_2023,target_pdp8_ndc,5426.693849080532,0.29806325354787727,sector,0
power,hydrocap,2025,vietnam,steps_2023,projected,3003.0437539632217,0.19305614539277344,sector,0
power,hydrocap,2025,vietnam,steps_2023,target_steps,5426.693849080532,0.29806325354787727,sector,0
power,hydrocap,2026,vietnam,nze_2023,projected,3022.580849714648,0.19347362738079604,sector,0.0020958656142668216
power,hydrocap,2026,vietnam,nze_2023,target_nze_global,5240.259226379201,0.28620258620898814,sector,-0.01315789473684207
power,hydrocap,2026,vietnam,pdp8_2023,projected,3022.580849714648,0.19347362738079604,sector,0.0020958656142668216
power,hydrocap,2026,vietnam,pdp8_2023,target_pdp8_ndc,5333.476537729867,0.2866030917642585,sector,-0.006578947368421003
power,hydrocap,2026,vietnam,steps_2023,projected,3022.580849714648,0.19347362738079604,sector,0.0020958656142668216
power,hydrocap,2026,vietnam,steps_2023,target_steps,5333.476537729867,0.2887114855009071,sector,-0.006578947368421003
power,hydrocap,2027,vietnam,nze_2023,projected,3042.739378566899,0.1969608599362099,sector,0.004258396217238032
power,hydrocap,2027,vietnam,nze_2023,target_nze_global,5053.824603677869,0.2717160661591747,sector,-0.026315789473684202
power,hydrocap,2027,vietnam,pdp8_2023,projected,3042.739378566899,0.1969608599362099,sector,0.004258396217238032
power,hydrocap,2027,vietnam,pdp8_2023,target_pdp8_ndc,5240.259226379201,0.27709767729719836,sector,-0.01315789473684207
power,hydrocap,2027,vietnam,steps_2023,projected,3042.739378566899,0.1969608599362099,sector,0.004258396217238032
power,hydrocap,2027,vietnam,steps_2023,target_steps,5333.476537729867,0.28490901774895,sector,-0.006578947368421003
power,hydrocap,2028,vietnam,nze_2023,projected,3064.140773620799,0.198641784902459,sector,0.0065542567976179696
power,hydrocap,2028,vietnam,nze_2023,target_nze_global,4960.607292327204,0.26740465082445924,sector,-0.032894736842105206
power,hydrocap,2028,vietnam,pdp8_2023,projected,3064.140773620799,0.198641784902459,sector,0.0065542567976179696
power,hydrocap,2028,vietnam,pdp8_2023,target_pdp8_ndc,5147.041915028535,0.2695723517070317,sector,-0.019736842105263136
power,hydrocap,2028,vietnam,steps_2023,projected,3064.140773620799,0.198641784902459,sector,0.0065542567976179696
power,hydrocap,2028,vietnam,steps_2023,target_steps,5333.476537729867,0.2812408454927981,sector,-0.006578947368421003
power,hydrocap,2029,vietnam,nze_2023,projected,3085.542168674699,0.20099894233881496,sector,0.008850117377997957
power,hydrocap,2029,vietnam,nze_2023,target_nze_global,4867.389980976538,0.26473215752134943,sector,-0.03947368421052627
power,hydrocap,2029,vietnam,pdp8_2023,projected,3085.542168674699,0.20099894233881496,sector,0.008850117377997957
power,hydrocap,2029,vietnam,pdp8_2023,target_pdp8_ndc,5053.824603677869,0.2630526013383438,sector,-0.026315789473684202
power,hydrocap,2029,vietnam,steps_2023,projected,3085.542168674699,0.20099894233881496,sector,0.008850117377997957
power,hydrocap,2029,vietnam,steps_2023,target_steps,5240.259226379201,0.273870189901709,sector,-0.01315789473684207
power,hydrocap,2030,vietnam,nze_2023,projected,3125.2377932783766,0.20531554134156765,sector,0.013108513595235988
power,hydrocap,2030,vietnam,nze_2023,target_nze_global,4774.172669625872,0.2628882819512222,sector,-0.04605263157894734
power,hydrocap,2030,vietnam,pdp8_2023,projected,3125.2377932783766,0.20531554134156765,sector,0.013108513595235988
power,hydrocap,2030,vietnam,pdp8_2023,target_pdp8_ndc,4960.607292327204,0.25404329644718276,sector,-0.032894736842105206
power,hydrocap,2030,vietnam,steps_2023,projected,3125.2377932783766,0.20531554134156765,sector,0.013108513595235988
power,hydrocap,2030,vietnam,steps_2023,target_steps,5240.259226379201,0.27047327745763455,sector,-0.01315789473684207
power,renewablescap,2025,vietnam,nze_2023,projected,133.3988585922638,0.20608750792644262,sector,0
power,renewablescap,2025,vietnam,nze_2023,target_nze_global,2557.0489537095755,0.30663651837265965,sector,0
power,renewablescap,2025,vietnam,pdp8_2023,projected,133.3988585922638,0.20608750792644262,sector,0
power,renewablescap,2025,vietnam,pdp8_2023,target_pdp8_ndc,2557.0489537095755,0.30663651837265965,sector,0
power,renewablescap,2025,vietnam,steps_2023,projected,133.3988585922638,0.20608750792644262,sector,0
power,renewablescap,2025,vietnam,steps_2023,target_steps,2557.0489537095755,0.30663651837265965,sector,0
power,renewablescap,2026,vietnam,nze_2023,projected,159.28979074191503,0.20608750792644262,sector,0.0027774811110196545
power,renewablescap,2026,vietnam,nze_2023,target_nze_global,2929.918199112238,0.33127526547639474,sector,0.02631578947368417
power,renewablescap,2026,vietnam,pdp8_2023,projected,159.28979074191503,0.20608750792644262,sector,0.0027774811110196545
power,renewablescap,2026,vietnam,pdp8_2023,target_pdp8_ndc,2743.483576410907,0.3148854288127902,sector,0.013157894736842101
power,renewablescap,2026,vietnam,steps_2023,projected,159.28979074191503,0.20608750792644262,sector,0.0027774811110196545
power,renewablescap,2026,vietnam,steps_2023,target_steps,2650.266265060241,0.31112427506506746,sector,0.006578947368421035
power,renewablescap,2027,vietnam,nze_2023,projected,182.42232086239693,0.20608750792644262,sector,0.005259051302790335
power,renewablescap,2027,vietnam,nze_2023,target_nze_global,3582.439378566899,0.37127467912443846,sector,0.07236842105263154
power,renewablescap,2027,vietnam,pdp8_2023,projected,182.42232086239693,0.20608750792644262,sector,0.005259051302790335
power,renewablescap,2027,vietnam,pdp8_2023,target_pdp8_ndc,2929.918199112238,0.3236359780946423,sector,0.02631578947368417
power,renewablescap,2027,vietnam,steps_2023,projected,182.42232086239693,0.20608750792644262,sector,0.005259051302790335
power,renewablescap,2027,vietnam,steps_2023,target_steps,2743.483576410907,0.31395870974375173,sector,0.013157894736842101
power,renewablescap,2028,vietnam,nze_2023,projected,207.7552314521243,0.20608750792644262,sector,0.00797666997497342
power,renewablescap,2028,vietnam,nze_2023,target_nze_global,4234.960558021559,0.4152242706075262,sector,0.11842105263157889
power,renewablescap,2028,vietnam,pdp8_2023,projected,207.7552314521243,0.20608750792644262,sector,0.00797666997497342
power,renewablescap,2028,vietnam,pdp8_2023,target_pdp8_ndc,3023.135510462904,0.32798956112717864,sector,0.03289473684210524
power,renewablescap,2028,vietnam,steps_2023,projected,207.7552314521243,0.20608750792644262,sector,0.00797666997497342
power,renewablescap,2028,vietnam,steps_2023,target_steps,2836.7008877615726,0.3167280206160965,sector,0.019736842105263136
power,renewablescap,2029,vietnam,nze_2023,projected,232.86620164870007,0.20608750792644262,sector,0.010670479722619227
power,renewablescap,2029,vietnam,nze_2023,target_nze_global,4794.2644261255555,0.45712971444866013,sector,0.15789473684210528
power,renewablescap,2029,vietnam,pdp8_2023,projected,232.86620164870007,0.20608750792644262,sector,0.010670479722619227
power,renewablescap,2029,vietnam,pdp8_2023,target_pdp8_ndc,3116.3528218135702,0.33308034281760435,sector,0.03947368421052631
power,renewablescap,2029,vietnam,steps_2023,projected,232.86620164870007,0.20608750792644262,sector,0.010670479722619227
power,renewablescap,2029,vietnam,steps_2023,target_steps,2929.918199112238,0.3219325633332814,sector,0.02631578947368417
power,renewablescap,2030,vietnam,nze_2023,projected,255.42168674698794,0.20608750792644262,sector,0.013090146710592998
power,renewablescap,2030,vietnam,nze_2023,target_nze_global,5353.568294229551,0.5030365335083637,sector,0.19736842105263164
power,renewablescap,2030,vietnam,pdp8_2023,projected,255.42168674698794,0.20608750792644262,sector,0.013090146710592998
power,renewablescap,2030,vietnam,pdp8_2023,target_pdp8_ndc,3302.787444514902,0.3413661422809223,sector,0.052631578947368404
power,renewablescap,2030,vietnam,steps_2023,projected,255.42168674698794,0.20608750792644262,sector,0.013090146710592998
